valore,PRO_COM_T
1710168.953125,065048
1709684.0,004151
1708240.328125,070014
1707058.3837890625,006005
1705667.3325195312,013048
1705486.0146484375,034016
1704733.1915283203,008011
1702753.3505859375,033017
1702232.1552734375,025045
1702211.341796875,044012
1701837.4025878906,034012
1699687.66015625,094009
1699175.9921875,080095
1699033.1984863281,093027
1698883.1806640625,067034
1694519.166015625,097061
1694484.2641601562,078039
1694361.9552001953,017023
1693784.7954101562,070052
1692940.0537109375,058101
1692868.07421875,080084
1692563.2717285156,017136
1691966.19921875,111066
1691479.742553711,004022
1691080.4204101562,017057
1690503.0249023438,036016
1690423.0751953125,024060
1690127.1186523438,017134
1689374.5341796875,050030
1687811.6538085938,001317
1687174.3447265625,102041
1686519.8874511719,019062
1686187.8525390625,030030
1685457.3413085938,020039
1684486.0,102034
1684447.8796691895,066070
1683003.103515625,016174
1681328.607421875,065121
1679337.1131591797,051041
1679196.4542236328,074014
1678864.5625,087046
1678774.4150390625,028038
1678536.43359375,021067
1678297.08984375,069077
1677432.5966796875,016184
1677161.5546875,098006
1676976.3276367188,048008
1676167.2333984375,024039
1675311.478515625,061093
1674686.638671875,080087
1673968.5151367188,024104
1669752.26171875,004134
1669549.5928955078,044071
1668460.9951171875,103033
1667940.0004882812,066033
1666545.923828125,027001
1666413.69921875,043057
1664249.2568359375,004041
1662878.73828125,080051
1662763.8391113281,019074
1662225.0939941406,019054
1661258.1572265625,102008
1660672.5859375,069097
1660383.6015625,071061
1660210.0078125,062039
1659058.9851074219,016152
1658475.0244140625,069016
1658358.0,004142
1657975.931640625,094008
1657476.1020507812,078066
1656513.3818359375,097037
1656182.4375,016021
1655779.0168457031,085021
1653848.4765625,086005
1653225.0401306152,005117
1651493.6048583984,026005
1651468.2729492188,060079
1651258.1848144531,035021
1651227.810546875,089018
1648317.1977539062,070007
1648051.9599609375,111025
1647563.9221191406,015125
1647093.1875,006037
1647056.0205078125,016153
1646372.909790039,012137
1644822.4401855469,030049
1643917.9555664062,070030
1643692.3505859375,065068
1642574.86328125,026027
1642035.2270507812,006187
1639447.0,094039
1638813.5278320312,015150
1638404.380859375,002137
1637157.6282958984,054054
1636532.7001953125,025005
1636444.6201171875,080078
1633092.5014648438,016144
1632286.39453125,111107
1631787.501953125,020020
1631096.0,004070
1630949.3452148438,070049
1630482.91015625,012073
1630020.400390625,043028
1629531.2084960938,004117
1629232.4853515625,102038
1628868.9467773438,060032
1628628.0161132812,011031
1627807.1220703125,057018
1627395.0,029013
1626936.937866211,090021
1626777.0,022188
1626675.7318115234,023064
1626591.0,079122
1626245.2098388672,013249
1625214.0,102014
1624383.3120117188,076064
1623299.0655517578,001002
1623287.4375,022242
1622616.90625,079089
1621700.6220703125,094045
1620273.0673828125,060030
1620167.828125,007027
1620091.28125,004121
1618966.4291992188,042016
1618954.2641601562,078090
1618826.4995117188,060090
1618356.7109375,030035
1617845.3040771484,089008
1617623.0345458984,038018
1617584.6005859375,073010
1617162.6577148438,097025
1616913.9370117188,016080
1616774.880859375,062014
1616385.178100586,017064
1615243.53515625,076028
1615131.562133789,108051
1614957.5036621094,021049
1614457.3332519531,075041
1614330.0634765625,101020
1612940.865234375,003143
1612755.0,041051
1612661.4212646484,067012
1612022.6008300781,017045
1611830.4462890625,030114
1611815.55078125,065111
1610972.6787109375,058044
1610759.4047851562,070067
1610000.0,002062
1609743.6256408691,078115
1608872.53125,083020
1608758.5859375,069049
1607427.0,002113
1606268.0302734375,025047
1605326.070098877,066018
1604644.767578125,006018
1604300.32421875,099030
1603287.3916015625,003082
1602422.6708984375,037003
1602396.42578125,057037
1600851.6875,022003
1600750.9184570312,017066
1600188.76953125,051007
1600164.1164550781,064037
1599626.3921356201,003135
1599216.760192871,041002
1597616.0,030056
1597582.861694336,102045
1597427.0,004031
1597134.333984375,090031
1597116.162109375,017131
1596127.609375,018048
1595927.0,004008
1595538.4118652344,062073
1594999.4189453125,006111
1594280.490234375,069004
1594220.0341796875,024041
1591986.9973144531,096026
1591126.412109375,009043
1590992.6555175781,021093
1590821.511352539,097069
1589090.4716796875,109026
1588223.44921875,064120
1587962.375,019057
1587752.6904296875,067046
1586923.6555175781,014011
1585837.8624267578,095045
1584427.017578125,070043
1584388.2421875,007073
1584383.2338867188,041047
1583989.9951171875,027030
1583824.1750488281,014014
1583615.794921875,109008
1582804.130859375,068036
1582662.5874023438,070063
1582241.2947998047,035008
1582020.197631836,016062
1581831.056640625,061064
1581681.83984375,103071
1581599.1124267578,035029
1581586.5615234375,070071
1581580.4697265625,101026
1580572.21875,090062
1580531.2155761719,012128
1580326.7060546875,016074
1580228.19140625,098029
1578717.0255126953,043025
1577805.4989013672,050005
1577427.0,012065
1576921.4375,022236
1576874.2592773438,070018
1576476.3565673828,057016
1575112.3605957031,017018
1574968.8750610352,029047
1574868.1767578125,078086
1573548.7941894531,019075
1573279.5625,068013
1572832.923828125,070004
1570636.1538085938,001224
1570450.4978027344,045013
1570037.5874023438,070024
1569680.4653320312,097049
1568993.0,069047
1568641.66796875,001076
1567135.33203125,009021
1567082.1140136719,028030
1566892.0,056002
1566715.1484375,041025
1565817.330078125,090009
1564055.0,007044
1564047.693725586,053014
1563045.19140625,047020
1562541.939453125,061050
1562245.5849609375,070044
1561983.349609375,054040
1561964.0,079094
1561957.0733642578,047006
1560902.0004882812,066092
1560008.7799072266,108017
1559964.5517578125,065044
1559420.484375,057001
1558790.8676757812,066031
1558462.7861328125,021054
1557527.875,076090
1557298.2290039062,052036
1554992.4986572266,075024
1554090.3992919922,034002
1553944.2026367188,030190
1553849.5966796875,042043
1553323.974609375,017022
1552399.835144043,001304
1550283.53515625,030124
1550052.6796875,013161
1548031.724609375,058071
1547279.9892578125,057005
1546068.04296875,090046
1545598.521118164,004152
1545546.2841796875,001053
1544310.0551757812,016163
1544081.1572265625,102028
1541588.9584960938,066091
1541034.6650390625,067033
1540685.9018554688,060002
1539868.1767578125,078007
1539780.3900146484,017156
1539609.82522583,098011
1539024.9899902344,047022
1539012.44921875,034039
1535814.310546875,099016
1534152.1733398438,064002
1533654.09765625,078042
1533456.5251464844,054020
1533299.1323242188,004060
1533026.5538330078,054038
1532785.4157714844,021037
1532517.33203125,078002
1530855.0,078111
1530772.986328125,094005
1530381.5,001065
1529345.1796875,021088
1529304.0356445312,044034
1528110.5,056004
1528106.0810546875,067024
1527587.458984375,090008
1527215.814453125,005113
1526776.5151367188,008023
1526029.6473388672,064035
1525041.1989135742,064119
1524509.1083984375,004079
1524423.164428711,035032
1523724.9475097656,002071
1523714.8391113281,037001
1523565.66015625,018085
1521102.6655273438,083003
1520908.187866211,087057
1520865.0,033020
1520222.2734375,080011
1520126.5390625,016164
1519754.4697265625,016140
1519621.6259765625,008019
1519280.5909423828,023042
1519029.2578125,006060
1518395.6875,043016
1518170.873413086,058012
1518148.0,004114
1517785.173828125,036033
1517372.3923339844,047013
1516877.0073242188,013199
1515800.864074707,083060
1515410.9897460938,041022
1513870.7271728516,067008
1513812.224609375,062061
1513478.708984375,009068
1512616.1484375,040050
1512170.9907226562,048011
1512086.1804199219,012032
1511140.5874023438,070005
1510476.5791015625,076086
1509795.2646484375,109001
1509589.6955566406,019037
1508226.134765625,043017
1507623.0,002021
1507198.5,041008
1506909.0791015625,076100
1505876.0,005021
1502619.3056640625,080002
1502559.017578125,070021
1501835.0,043029
1501556.0,022155
1501317.2775878906,019044
1500392.0,022053
1499726.5063476562,055013
1497977.8974609375,052020
1497760.385131836,018153
1497746.06640625,043027
1497659.375,016141
1496673.6904296875,033008
1495259.2431640625,040022
1495205.625,076017
1494819.0297851562,002007
1494593.3828125,006115
1491390.6936035156,080014
1491064.8861083984,028039
1490837.0,014043
1490642.0919189453,024018
1489672.4584960938,060036
1489210.1796875,051038
1488841.828125,018114
1488583.970336914,042030
1487092.17578125,076003
1487061.3759765625,065110
1486847.5859375,006125
1486811.3828125,006116
1486066.3547363281,026009
1485809.5126953125,026001
1485381.498046875,066076
1485175.703125,084015
1484094.4296875,030041
1483262.462890625,097021
1483229.767578125,006180
1483082.4443359375,016116
1482978.6340332031,042032
1482686.23046875,034026
1482200.91796875,083004
1481955.8705596924,009063
1481221.921875,083068
1480714.5820922852,058067
1480414.3266601562,070039
1478749.6116333008,028102
1478237.998046875,021072
1477899.0087890625,097051
1477868.498046875,066012
1477099.2724609375,065036
1476231.4272460938,023032
1475084.2578125,006131
1475036.2143554688,060081
1474672.203491211,084002
1472873.83203125,024062
1471967.5966796875,016103
1471835.021118164,066005
1471783.484375,001294
1471032.224609375,094033
1470519.1259765625,008005
1470346.05859375,102026
1470034.5205078125,065062
1470000.829711914,004105
1469813.205078125,057011
1469229.720703125,057014
1468781.8007202148,066068
1468613.71875,029014
1467194.568359375,014021
1466365.2607421875,017086
1466338.0551757812,016223
1465941.220703125,097091
1465785.405883789,006047
1465427.0,004149
1464604.9829101562,055028
1464021.0561523438,074006
1463771.44140625,012109
1463707.7573242188,109025
1463703.05859375,006109
1462207.9721679688,009047
1462115.822265625,023075
1461427.0,096001
1461208.5859375,069034
1461043.1323242188,004053
1460787.4543457031,043004
1460249.5791015625,076081
1459603.1372070312,096077
1459251.0,004124
1459159.23046875,057049
1459054.58984375,079074
1458867.4423828125,038028
1458656.0,083053
1458641.1293945312,004248
1457993.177734375,061045
1457436.291015625,004071
1456832.5815429688,008025
1456680.0,079080
1455218.0069580078,001316
1455010.5590820312,010010
1454907.21875,078018
1454205.0,098027
1454057.0,069036
1452529.1484375,094012
1452106.0,102029
1450474.4091796875,016048
1450085.498046875,063042
1449667.0,004057
1449035.9301757812,041001
1448987.0,011014
1448390.21484375,098048
1448340.974609375,017128
1447110.4765625,001243
1446936.3522949219,024123
1445967.6484375,001174
1445428.9143066406,043021
1445023.791015625,010005
1444029.3110351562,097093
1444018.53515625,076069
1443010.0458984375,111038
1442351.767578125,006029
1442314.21875,001063
1442132.4643554688,060045
1441224.6591796875,024099
1440049.5712890625,026020
1438585.0,111007
1438221.0,103031
1437724.7021484375,021101
1436313.8232421875,028002
1435890.0869140625,060091
1435720.921875,065001
1435412.5,021032
1434849.6044921875,001094
1434780.435546875,076055
1434598.455078125,010021
1433946.154296875,085003
1433928.4853515625,065033
1433501.6199951172,082060
1432816.279296875,058099
1431308.2759399414,014022
1430000.0,004039
1429668.484375,057015
1429186.5815429688,008067
1428981.0,096019
1428278.5791015625,076005
1428049.6796875,022050
1427450.80078125,057031
1427361.31640625,102049
1426989.4489746094,058033
1426379.2890625,064009
1425703.189453125,015247
1425652.884765625,071011
1425494.2744140625,033004
1425370.4658203125,101003
1425116.7958984375,016136
1425099.498046875,094046
1424327.03125,083043
1423513.8369140625,060054
1422326.4370117188,060059
1421628.53515625,076020
1421202.8125,020025
1421155.53515625,076030
1419543.4287109375,021104
1419297.0244140625,060067
1419291.1459350586,014026
1418614.32421875,078092
1417202.2495117188,060017
1416995.572265625,017121
1416729.1572265625,102007
1415158.3115234375,031001
1415104.0,096076
1414747.5966796875,016191
1414077.015625,004017
1413898.2578125,018146
1412739.1313476562,070026
1412126.6105957031,014002
1412014.2265625,028050
1411372.9809570312,052004
1411042.2265625,006014
1410422.7746582031,024002
1409572.40625,002170
1409533.0,047021
1409404.0771484375,016121
1409149.1541748047,034007
1409044.829711914,025018
1408804.91015625,018161
1408447.5107421875,055015
1408369.0409545898,053025
1408343.205078125,006190
1408193.5703125,011018
1407772.0771484375,001152
1407608.0102539062,066030
1407408.0,096021
1407249.640625,078020
1407066.396484375,070056
1406961.2751464844,024043
1406909.8994140625,102016
1406417.7353515625,064072
1405771.078491211,062025
1405622.65234375,111079
1404889.4794921875,051037
1404058.0,004102
1403577.501953125,010004
1403568.0791015625,006191
1403334.9887695312,012034
1403090.71875,004178
1403032.2729492188,060041
1402894.3828125,006182
1402452.470703125,069021
1401642.439453125,061033
1400773.943359375,058028
1400726.3972167969,056017
1400403.712890625,111086
1400097.732421875,090020
1399897.40625,054045
1399527.732421875,017179
1399142.48828125,018145
1399123.1552734375,064110
1398853.9858398438,049002
1398412.3204956055,001143
1398022.361328125,094026
1398005.0,014010
1397494.5034179688,009062
1397416.798828125,028031
1397202.4924316406,019110
1397181.5537109375,097065
1396127.6333007812,061058
1395979.08984375,069026
1395845.4204101562,070023
1395335.1108398438,066089
1395263.552734375,015114
1394899.1572265625,076067
1394587.2185058594,027022
1394584.7568359375,069089
1394488.2172851562,070022
1394196.44921875,016073
1394135.03125,083021
1394109.7075805664,020068
1393745.6225585938,001278
1393155.8369140625,060077
1391999.03125,083023
1391410.1002197266,082051
1391119.34375,016186
1389792.3266601562,070062
1389719.0,062072
1389706.44921875,080062
1389578.7055664062,090077
1389557.4931640625,065148
1388669.0673828125,060066
1388614.990234375,011007
1386654.5859375,069014
1386371.2578125,006073
1385817.1733398438,066050
1385583.1323242188,004233
1385047.6190185547,090067
1384970.9775390625,102004
1384851.6268310547,034041
1384651.0,058041
1384233.744140625,004144
1383173.943359375,017202
1382890.6875,080004
1382548.0,004035
1382479.1899414062,033026
1381154.587890625,012011
1380870.50390625,044027
1380726.04296875,077006
1380627.2641601562,078035
1380282.513671875,010026
1379512.1392822266,066072
1378834.6875,062006
1378767.3515625,101005
1378215.2568359375,015188
1378027.9536132812,059021
1377890.265625,078038
1377837.20703125,001248
1377815.236328125,017038
1377746.7469482422,078073
1376277.0,064071
1376148.3193359375,061047
1376005.484375,057008
1375877.48828125,018152
1375465.6474609375,001222
1375171.431640625,082081
1374976.748046875,061026
1374973.5512695312,001293
1374774.3776855469,003043
1374515.8374023438,023043
1374496.125,006176
1374468.3982543945,028057
1374120.6572265625,080047
1373685.5598144531,017186
1373012.2607421875,094051
1372647.37109375,051024
1371737.5708007812,097036
1371669.9306640625,080010
1371151.2421875,006112
1370957.361328125,094041
1370853.228515625,065026
1370470.25,012016
1369752.0,016094
1369398.5859375,069025
1367825.677734375,010064
1367651.23046875,058027
1367650.697265625,011003
1367268.221069336,061069
1367247.685546875,082040
1367228.5750732422,014037
1367134.5439453125,008062
1365418.7502441406,028054
1365155.57421875,043005
1364603.02734375,017171
1364046.5559082031,071012
1363882.150390625,082008
1363543.3208007812,017149
1363526.625,076094
1363362.984375,006133
1363261.1727294922,024032
1362718.1572265625,076009
1362438.902709961,066095
1361919.9921875,002052
1361465.57421875,043058
1360999.787109375,008056
1360692.5712890625,026067
1360670.6572265625,101016
1360352.6551513672,016075
1359877.5625,024030
1359752.9113769531,024121
1359676.9143066406,043035
1359618.3046875,054058
1359076.603515625,097012
1358988.36328125,062065
1358953.16796875,057064
1358927.052734375,065085
1358789.08984375,069023
1358769.6756591797,069057
1358631.58984375,096049
1358377.6796875,083071
1358217.1049194336,024013
1358125.0,030051
1357978.0,030123
1357034.5625,024090
1356248.6416015625,076049
1355759.185546875,082030
1355660.2421875,004109
1354847.859375,078089
1354595.878540039,032001
1354073.607421875,015184
1353956.609375,090053
1353275.6875,065047
1353216.8126220703,001009
1352752.33203125,009030
1352323.203125,030065
1352262.1572265625,102002
1351895.1264648438,009040
1351672.388671875,066041
1351488.9384765625,014040
1351142.5906982422,051020
1351032.0,001291
1350612.486328125,070058
1350382.625,076014
1349530.5108642578,024125
1349463.6665039062,102006
1349181.2578125,006023
1348633.3286132812,013063
1347948.9400634766,037038
1347586.067993164,018143
1346885.498046875,066107
1346816.0,078130
1346719.5703125,021061
1346387.4697265625,064069
1346296.1235351562,075096
1346279.115234375,083099
1346059.1689453125,033048
1345758.96484375,029011
1345345.33203125,078052
1344500.1475830078,023023
1344286.232421875,065060
1343894.986328125,058109
1343870.5234375,083090
1343858.2641601562,078016
1343812.53515625,076087
1343529.298828125,027018
1343444.0,062015
1343373.796875,002045
1343311.5434570312,024020
1343095.2890625,083019
1342807.63671875,080094
1342414.484375,057020
1342073.65625,017114
1341349.0,078125
1339849.0,102043
1338852.5825195312,001307
1338484.6365966797,050038
1338002.2524414062,078109
1335949.1259765625,018187
1335596.9404296875,037028
1335448.1806640625,067003
1335185.0123291016,020031
1334956.8134765625,004223
1334781.1186523438,030018
1334520.412109375,058048
1334270.69140625,008044
1333670.7579345703,054034
1332073.4559326172,083104
1331966.9370117188,016161
1331895.6479492188,008041
1331655.2053222656,001006
1331614.0,064115
1331468.1993408203,030069
1331377.8271484375,025004
1331125.4609375,102048
1331101.01953125,002008
1330155.0,004120
1330153.2895507812,066042
1329885.2170410156,019077
1329686.3272705078,102010
1328974.2434082031,100002
1328883.6550292969,006095
1328464.7646484375,008010
1328228.056274414,066003
1327592.4770507812,004239
1327392.443359375,005009
1326951.9165039062,006053
1326544.9604492188,036008
1326534.236328125,018142
1326472.6998291016,023011
1325994.2690429688,008064
1325843.19921875,009025
1325826.08984375,069104
1325641.53515625,076027
1325332.0,111060
1324781.0,111040
1324512.419921875,061072
1324367.017578125,070068
1323628.37109375,006092
1323623.69140625,078019
1323427.0,103053
1323384.0,094001
1323137.2709960938,066022
1323065.6796875,040036
1322908.08984375,069051
1322601.552734375,065094
1321687.4520263672,006165
1321632.3515625,076047
1321590.3125,095035
1321331.6923828125,091043
1320908.5656738281,064020
1320688.482421875,069032
1320660.490234375,008006
1320601.615600586,093029
1318943.751953125,057024
1318937.615234375,018128
1318589.53125,064060
1318190.4599609375,028036
1317348.08984375,069007
1317103.9697265625,001313
1316224.7705078125,090017
1316220.0,068045
1315771.982421875,001012
1315702.0029296875,001195
1314977.4602050781,019050
1314861.08984375,069054
1314546.6220703125,094015
1314111.3818359375,064095
1312969.265625,078131
1312799.05078125,028097
1312557.0,079115
1312198.48828125,018169
1311616.0,030064
1311240.2469482422,101007
1311151.5859375,069019
1310457.8025512695,042046
1310265.7001953125,037014
1309983.3154296875,058078
1309598.1484375,095070
1309203.39453125,069069
1308822.08984375,069052
1308800.2701416016,091055
1308284.146484375,058017
1307548.953125,062066
1307467.94921875,017185
1307452.625,076015
1307088.2578125,006178
1307025.0,103015
1306579.8984375,033046
1306044.216796875,065138
1304892.3828125,006164
1304737.751953125,057039
1304266.28125,006031
1303847.5893554688,008049
1303765.9404296875,066048
1302973.4033203125,061038
1302895.1323242188,004119
1302539.1962890625,066029
1301853.2641601562,078124
1301574.0,022228
1301497.0,061079
1301044.2158203125,064081
1300403.50390625,004159
1300150.1418457031,014015
1300084.5859375,069080
1299538.0,078041
1299454.80078125,004051
1299150.0,020012
1298500.0,096027
1298447.5791015625,076038
1298279.14453125,093008
1298210.0,098057
1298067.11328125,018118
1298040.5,001193
1297429.0064697266,015229
1297385.28125,096075
1297267.0,004214
1296873.392578125,001074
1296034.3400878906,041023
1295877.78125,004113
1295725.767578125,006069
1295013.001953125,001129
1294152.07421875,001018
1293233.0771484375,001131
1293133.353515625,095033
1292110.9619140625,078024
1291776.6202392578,108034
1291743.3266601562,070040
1290929.158203125,054025
1290440.0,066108
1290242.7421875,006172
1289669.7633972168,005070
1288630.779296875,068037
1288182.9829101562,066027
1288109.5900878906,035015
1287864.9584960938,066073
1287765.71484375,078001
1286840.796875,056020
1286351.767578125,006148
1286024.9436035156,019018
1285464.0,016069
1285361.48828125,018188
1284509.9584960938,066090
1284186.0,098015
1283927.0,056037
1283418.5966796875,016151
1283015.888671875,003139
1282489.482421875,064031
1282454.2197265625,005047
1282273.3503417969,111065
1282114.31640625,102012
1282113.3642578125,065004
1282094.0244140625,066079
1281782.142578125,010060
1281650.771484375,018007
1281329.3637695312,078096
1280903.5183105469,091061
1280820.2833251953,066036
1280440.4401245117,028015
1280375.828125,007052
1280220.265625,005020
1279187.7333984375,034046
1278835.94140625,077025
1277258.0,007057
1277082.0,103055
1277053.1103515625,064086
1276860.2822265625,076051
1276827.9584960938,066026
1276754.5002441406,096007
1276644.0,004197
1276576.4487304688,060020
1276427.650817871,052031
1274726.8405761719,108049
1274637.990234375,062046
1273578.9321289062,030077
1273193.5874023438,070013
1272408.8549346924,009058
1271992.41015625,004122
1271027.125,006088
1270957.0,016022
1270407.0795898438,008046
1270347.0,043050
1270109.3662109375,013126
1269904.5859375,069009
1269709.0,046034
1269687.73046875,069006
1267852.146484375,058113
1267806.8701171875,011023
1267705.2102050781,019095
1267631.8046875,080001
1267583.8984375,061056
1267578.0,005045
1267543.2749023438,013064
1267205.099975586,090054
1267192.4487304688,060027
1266282.3115234375,031015
1266096.5859375,021081
1265848.4609375,095054
1265810.6416015625,004088
1265704.44921875,017089
1265472.490234375,069067
1264088.9584960938,066074
1263522.044555664,052016
1263521.1458740234,068044
1263341.298828125,005029
1263152.4735107422,079095
1263090.0,004024
1261746.0,079088
1261427.0,056043
1261139.5712890625,085002
1260898.625,083056
1260793.3203125,102032
1260148.3125,004065
1259173.8681640625,033015
1258564.779296875,068001
1257717.8192138672,065100
1256808.75,007040
1256669.58984375,079083
1256667.3515625,054059
1256325.850036621,024083
1256163.5966796875,016014
1256011.5656738281,013189
1255935.0,041048
1254969.90234375,006024
1254584.8369140625,060001
1254079.2421875,006048
1253984.0,011025
1253970.5859375,069039
1253787.0688476562,066008
1253224.2421875,006084
1252796.76953125,096053
1252691.4599609375,010033
1252423.03125,083065
1251499.0,068016
1251225.9327087402,068007
1251166.796875,056040
1251062.0,028059
1250558.1411132812,006068
1249780.1279296875,021069
1249341.5856933594,095039
1249273.3754882812,020016
1249080.5021972656,078061
1248995.01171875,047003
1248805.83984375,002029
1248347.4487304688,060072
1248190.9379882812,015010
1247975.0982055664,024117
1247427.0,002014
1246655.6083984375,051011
1246122.0,004161
1246031.166015625,097028
1245415.0,002166
1244980.5712890625,067010
1244911.0874023438,013114
1244423.90234375,006066
1243837.210571289,004185
1243809.2973632812,078072
1243330.6953125,001258
1242668.0,003042
1242189.4296875,006143
1242029.6772460938,066086
1242001.4682617188,004187
1241410.87890625,079065
1240544.65234375,111003
1240050.5274658203,111097
1239837.7916564941,053020
1239127.8994140625,102046
1238807.6171875,098047
1238712.5690307617,003112
1238644.9738769531,090002
1237962.375,019108
1237852.5811767578,004037
1237621.017578125,070045
1237209.8994140625,066037
1237037.0249023438,023098
1236641.1717529297,111016
1235895.4775390625,042025
1235804.0,005105
1234884.91015625,076025
1234591.4564208984,064059
1233588.0,082038
1233464.025390625,017063
1233418.09765625,035043
1233389.6147460938,054032
1232821.6640625,076093
1232564.5109863281,084025
1232483.5615234375,028035
1231812.34375,018047
1230947.484375,051014
1230787.99609375,021110
1230003.4395751953,016007
1229344.0,021010
1229313.7841796875,006043
1228900.5100097656,096016
1228880.7481384277,005067
1228207.4765625,068017
1226597.900390625,004135
1226128.7353515625,008032
1225729.596069336,024070
1225594.4829101562,066055
1225296.7497558594,101002
1225000.95703125,064047
1224566.10546875,021024
1223956.5795898438,008003
1223398.8721923828,082013
1223169.9697265625,004061
1223146.3937988281,097071
1220494.6205444336,047007
1219700.0,004177
1218813.0419921875,016092
1218509.2895507812,018140
1218068.1962890625,006052
1217427.0,011005
1217269.822265625,077005
1217035.53125,006078
1216338.0,004021
1216004.5966796875,016090
1215988.5048828125,108031
1215925.509765625,012060
1215631.3633117676,079068
1215195.7109375,083040
1214606.12109375,004168
1214604.1643066406,013232
1214589.1318359375,078100
1214213.0205078125,029025
1213302.451171875,035013
1213170.3541259766,006015
1213100.9248046875,016166
1212690.5595703125,027010
1212452.7944335938,016195
1212103.0,022179
1211380.767578125,006085
1210041.0639648438,015210
1209975.697265625,011012
1209828.71875,018158
1209429.3330078125,016065
1208401.2841796875,001204
1207908.4869995117,073018
1207906.25,071003
1207844.3291015625,067018
1207557.7296142578,004210
1207409.08984375,006151
1207075.978515625,079099
1206761.6875,022162
1206280.5711669922,056013
1205275.5283203125,069003
1204845.220703125,057030
1204623.3017578125,078011
1203279.5625,068004
1202905.03125,083027
1202042.513671875,065144
1201950.2641601562,078027
1201813.5693359375,017145
1200884.5336914062,097056
1200000.0,002048
1200000.0,004141
1200000.0,020046
1199522.2729492188,060039
1199422.40625,095061
1199170.70703125,057021
1198200.27734375,005065
1197563.9584960938,066104
1197417.0,079025
1196676.349609375,005075
1196615.6376953125,063088
1196047.0390625,100001
1195526.97265625,069056
1195457.578491211,028076
1195000.0,071048
1194991.8515625,041031
1194746.3303222656,069030
1193564.33984375,004090
1193345.287109375,083011
1193140.7421875,065093
1192714.7404785156,017168
1192427.0,004184
1191854.2126464844,006179
1191169.0078125,057060
1189781.1875,022064
1189205.8188476562,066043
1188566.3125,083102
1188414.1689453125,004086
1188301.0,103012
1187976.6201171875,017111
1187748.873046875,018193
1187427.0,002108
1187412.53515625,076088
1186976.6380615234,076011
1186926.8916015625,008053
1186111.25,071037
1185139.4814453125,028079
1183844.63671875,090025
1183007.888671875,003097
1182871.2744140625,055027
1182546.3828125,006123
1181669.28125,014077
1181596.857421875,061011
1180000.0,004186
1179170.0134277344,102033
1179004.4455566406,043032
1178379.7182617188,015224
1178323.142578125,023030
1178233.888671875,003055
1177069.0,012005
1177046.4296875,111098
1176711.560913086,069055
1176667.2857055664,014003
1176179.46484375,026052
1174621.109375,090036
1174569.859375,078099
1173918.5966796875,016061
1172544.033203125,099008
1171500.5078125,081002
1170474.7856445312,001045
1170425.146484375,058083
1170084.6561279297,012090
1169900.08984375,069063
1169479.595703125,057010
1169259.8569335938,108045
1169218.4946289062,015026
1169112.8708496094,067002
1169095.1435546875,049004
1168985.7974243164,014048
1168871.0,019106
1168540.9738769531,024065
1167882.578125,062021
1167736.8435058594,004143
1167446.0,017120
1167428.4765625,014058
1167003.474609375,017017
1166863.323852539,090001
1166767.2255859375,079077
1165910.0,015044
1165567.46484375,018084
1165497.2592773438,008047
1164220.0,068008
1164121.0615234375,083012
1164073.5625,068018
1163310.0,022036
1163244.8784179688,021097
1162210.880859375,090015
1162166.09375,031004
1161547.6787109375,025026
1161500.796875,057045
1160885.5727539062,084018
1160543.671875,016244
1160281.630859375,023067
1160256.9829101562,066044
1160052.9248046875,069037
1159064.7690429688,066038
1158944.103515625,012051
1158486.0,007053
1158337.63671875,001126
1158089.390625,001229
1157943.181640625,094024
1157803.359375,017138
1157000.7866210938,016123
1156947.35546875,098046
1154114.4345703125,016124
1153697.3498535156,108053
1153521.0717773438,070070
1153108.0,001162
1152958.0439453125,010065
1152588.8540649414,014017
1152338.5,079055
1151644.0546875,018175
1150705.8908691406,019080
1150000.0,004005
1150000.0,030025
1149602.912109375,008035
1149584.171875,006049
1149427.0,025060
1149081.83984375,081023
1149000.0,005088
1148377.1666870117,073023
1148081.1787109375,034040
1147202.90234375,006098
1146621.0,004094
1146362.5,084006
1146108.0,004055
1145837.6547851562,017060
1145702.732421875,057067
1144877.4423828125,010061
1144151.103515625,016088
1143922.7619628906,019113
1143377.923828125,050002
1143271.099609375,017094
1142598.689453125,003093
1142561.6992797852,052018
1141944.5161132812,028078
1140836.9375,076061
1140807.1750488281,014049
1140684.6420898438,015022
1139950.7644042969,026082
1139554.71484375,018005
1139112.7822265625,097080
1139028.0546875,069088
1138988.8959960938,078146
1137299.4370117188,008034
1136236.0,019009
1135659.9584960938,066088
1134223.1652832031,097046
1133617.076171875,056022
1132934.4174804688,060028
1131232.0,096037
1131053.841796875,023084
1130390.169921875,063015
1130340.283569336,057050
1130115.1287841797,028089
1129325.0,004169
1129293.0,004127
1124913.5625,071019
1124855.8823242188,004247
1124259.482421875,069094
1124165.7050170898,028101
1123618.7109375,004171
1123602.13671875,001202
1119721.8720703125,102035
1118899.623046875,093036
1118356.7104492188,060009
1118220.3369140625,004072
1118116.2734375,004208
1117842.666015625,016104
1116707.0,002002
1115872.01953125,018141
1115664.560180664,066007
1113613.1650390625,033019
1112643.1640625,016038
1112164.8698730469,080056
1111616.0,030120
1109868.1767578125,078032
1107194.267578125,011029
1105882.9604492188,050020
1104979.568359375,068005
1103721.40625,001100
1102573.5998535156,080024
1102561.0541992188,001230
1101889.30859375,028096
1101457.482421875,017012
