Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice CID;Codice Univoco submisura;Descrizione Submisura;Amministrazione Titolare;Importo Totale;Campo d’intervento Clima;Coefficiente TAG Clima;Campo d’intervento Digitale;Coefficiente TAG Digitale;Importo Contribuzione al Clima;Importo Contribuzione al Digitale
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.1;M2C1I2.01;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;M2C1I2.1;M2C1I2.1;M2C1I2.01.00;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;216000000;010 - Digitalizzazione delle PMI (compreso il commercio elettronico, l'e- business e i processi aziendali in rete, i poli di innovazione digitale, i laboratori viventi, gli imprenditori del web, le start-up nel settore delle TIC e il B2B);0;010 - Digitalizzazione delle PMI (compreso il commercio elettronico, l'e-business e i processi aziendali in rete, i poli di innovazione digitale, i laboratori viventi, gli imprenditori del web, le start-up nel settore delle TIC e il B2B);100;0;216000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.1;M2C1I2.01;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;M2C1I2.1;M2C1I2.1;M2C1I2.01.00;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;364000000;047 - Sostegno ai processi di produzione rispettosi dell'ambiente e all'efficienza delle risorse nelle PMI;40;N/A;N/A;145600000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.1;M2C1I2.01;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;M2C1I2.1;M2C1I2.1;M2C1I2.01.00;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;180000000;079 - Trasporto multimodale (non urbano);40;N/A;N/A;72000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.1;M2C1I2.01;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;M2C1I2.1;M2C1I2.1;M2C1I2.01.00;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;40000000;029 - Energia rinnovabile: solare;100;N/A;N/A;40000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.2;M2C1I2.02;Parco Agrisolare;M2C1I2.2;M2C1I2.2;M2C1I2.02.00;Parco Agrisolare;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;750000000;024 - Efficienza energetica e progetti dimostrativi nelle PMI e misure di sostegno;40;N/A;N/A;300000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.2;M2C1I2.02;Parco Agrisolare;M2C1I2.2;M2C1I2.2;M2C1I2.02.00;Parco Agrisolare;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;750000000;029 - Energia rinnovabile: solare;100;N/A;N/A;750000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.3;M2C1I2.03;Innovazione e meccanizzazione nel settore agricolo e alimentare;M2C1I2.3;M2C1I2.3;M2C1I2.03.00;Innovazione e meccanizzazione nel settore agricolo e alimentare;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;200000000;084 - Digitalizzazione dei trasporti: altri modi di trasporto;0;084 - Digitalizzazione dei trasporti: altri modi di trasporto;100;0;200000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.3;M2C1I2.03;Innovazione e meccanizzazione nel settore agricolo e alimentare;M2C1I2.3;M2C1I2.3;M2C1I2.03.00;Innovazione e meccanizzazione nel settore agricolo e alimentare;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;200000000;Z023 - Processi di ricerca e innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia circolare;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.3;M2C1I2.03;Innovazione e meccanizzazione nel settore agricolo e alimentare;M2C1I2.3;M2C1I2.3;M2C1I2.03.00;Innovazione e meccanizzazione nel settore agricolo e alimentare;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;100000000;047 - Sostegno ai processi di produzione rispettosi dell'ambiente e all'efficienza delle risorse nelle PMI;40;N/A;N/A;40000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.1;M2C1I3.01;Isole verdi;M2C1I3.1;M2C1I3.1;M2C1I3.01.00;Isole verdi;MIN AMBIENTE E SICUREZZA ENERGETICA;34000000;026 - Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica e misure relative all'efficienza energetica per tali infrastrutture, progetti dimostrativi e misure di sostegno;40;N/A;N/A;13600000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.1;M2C1I3.01;Isole verdi;M2C1I3.1;M2C1I3.1;M2C1I3.01.00;Isole verdi;MIN AMBIENTE E SICUREZZA ENERGETICA;100000000;101 - Sostegno all'economia sociale e alle imprese sociali;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.1;M2C1I3.01;Isole verdi;M2C1I3.1;M2C1I3.1;M2C1I3.01.00;Isole verdi;MIN AMBIENTE E SICUREZZA ENERGETICA;10000000;042 - Gestione dei rifiuti domestici: misure di prevenzione, minimizzazione, smistamento, riutilizzo e riciclaggio;40;N/A;N/A;4000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.1;M2C1I3.01;Isole verdi;M2C1I3.1;M2C1I3.1;M2C1I3.01.00;Isole verdi;MIN AMBIENTE E SICUREZZA ENERGETICA;50000000;029 - Energia rinnovabile: solare;100;N/A;N/A;50000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.1;M2C1I3.01;Isole verdi;M2C1I3.1;M2C1I3.1;M2C1I3.01.00;Isole verdi;MIN AMBIENTE E SICUREZZA ENERGETICA;6000000;072BIS - Infrastrutture ferroviarie mobili a zero emissioni/elettriche;100;N/A;N/A;6000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.2;M2C1I3.02;Green communities;M2C1I3.2;M2C1I3.2;M2C1I3.02.00;Green communities;PCM - DIP AFFARI REGIONALI E AUTONOMIE;135000000;101 - Sostegno all'economia sociale e alle imprese sociali;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.3;M2C1I3.03;Cultura e consapevolezza su temi e sfide ambientali;M2C1I3.3;M2C1I3.3;M2C1I3.03.00;Cultura e consapevolezza su temi e sfide ambientali;MIN AMBIENTE E SICUREZZA ENERGETICA;30000000;027 - Sostegno alle imprese che forniscono servizi che contribuiscono all'economia a basse emissioni di carbonio e alla resilienza ai cambiamenti climatici, comprese le misure di sensibilizzazione;100;021BIS - Sostegno alla produzione e alla distribuzione di contenuti digitali;100;30000000;30000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.1;M2C2I1.01;Sviluppo agro-voltaico;M2C2I1.1;M2C2I1.1;M2C2I1.01.00;Sviluppo agro-voltaico;MIN AMBIENTE E SICUREZZA ENERGETICA;1098992051;029 - Energia rinnovabile: solare;100;N/A;N/A;1098992051;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.2;M2C2I1.02;Promozione rinnovabili per le comunità energetiche e l'autoconsumo;M2C2I1.2;M2C2I1.2;M2C2I1.02.00;Promozione rinnovabili per le comunità energetiche e l'autoconsumo;MIN AMBIENTE E SICUREZZA ENERGETICA;2200000000;029 - Energia rinnovabile: solare;100;N/A;N/A;2200000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.3;M2C2I1.03;Promozione impianti innovativi (incluso offshore);M2C2I1.3;M2C2I1.3;M2C2I1.03.00;Promozione impianti innovativi (incluso offshore);MIN AMBIENTE E SICUREZZA ENERGETICA;675000000;028 - Energia rinnovabile: energia eolica;100;N/A;N/A;675000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.4;M2C2I1.04;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;M2C2I1.4;M2C2I1.4;M2C2I1.04.00;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;MIN AMBIENTE E SICUREZZA ENERGETICA;1908400000;030BIS - Energia rinnovabile: biomassa con elevate riduzioni di gas a effetto serra;100;N/A;N/A;1908400000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.4;M2C2I1.04;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;M2C2I1.4;M2C2I1.4;M2C2I1.04.00;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;MIN AMBIENTE E SICUREZZA ENERGETICA;15000000;084 - Digitalizzazione dei trasporti: altri modi di trasporto;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I2.1;M2C2I2.01;Rafforzamento smart grid;M2C2I2.1;M2C2I2.1;M2C2I2.01.00;Rafforzamento smart grid;MIN AMBIENTE E SICUREZZA ENERGETICA;3610000000;033 - Sistemi energetici intelligenti (comprese le reti intelligenti e i sistemi TIC) e relativo stoccaggio;100;033 - Sistemi energetici intelligenti (comprese le reti intelligenti e i sistemi TIC) e relativo stoccaggio;40;3610000000;1444000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I2.2;M2C2I2.02;Interventi su resilienza climatica delle reti;M2C2I2.2;M2C2I2.2;M2C2I2.02.00;Interventi su resilienza climatica delle reti;MIN AMBIENTE E SICUREZZA ENERGETICA;500000000;037 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: altri rischi, per esempio tempeste e siccità (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;500000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.1;M2C2I3.01;Produzione di idrogeno in aree industriali dismesse (hydrogen valleys);M2C2I3.1;M2C2I3.1;M2C2I3.01.00;Produzione di idrogeno in aree industriali dismesse (hydrogen valleys);MIN AMBIENTE E SICUREZZA ENERGETICA;500000000;032 - Altre energie rinnovabili (compresa l'energia geotermica);100;N/A;N/A;500000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.2;M2C2I3.02;Utilizzo dell'idrogeno in settori hard-to-abate;M2C2I3.2;M2C2I3.2;M2C2I3.02.00;Utilizzo dell'idrogeno in settori hard-to-abate;MIN AMBIENTE E SICUREZZA ENERGETICA;1600000000;007 - Attività di ricerca e innovazione in microimprese, comprese le attività in rete (ricerca industriale, sviluppo sperimentale, studi di fattibilità);0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.2;M2C2I3.02;Utilizzo dell'idrogeno in settori hard-to-abate;M2C2I3.2;M2C2I3.2;M2C2I3.02.00;Utilizzo dell'idrogeno in settori hard-to-abate;MIN AMBIENTE E SICUREZZA ENERGETICA;400000000;027 - Sostegno alle imprese che forniscono servizi che contribuiscono all'economia a basse emissioni di carbonio e alla resilienza ai cambiamenti climatici, comprese le misure di sensibilizzazione;100;N/A;N/A;400000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.3;M2C2I3.03;Sperimentazione dell'idrogeno per il trasporto stradale;M2C2I3.3;M2C2I3.3;M2C2I3.03.00;Sperimentazione dell'idrogeno per il trasporto stradale;MINISTERO INFRASTRUTTURE E TRASPORTI;230000000;077 - Infrastrutture per combustibili alternativi;100;N/A;N/A;230000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.4;M2C2I3.04;Sperimentazione dell'idrogeno per il trasporto ferroviario;M2C2I3.4;M2C2I3.4;M2C2I3.04.00;Sperimentazione dell'idrogeno per il trasporto ferroviario;MINISTERO INFRASTRUTTURE E TRASPORTI;300000000;077 - Infrastrutture per combustibili alternativi;100;N/A;N/A;300000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.5;M2C2I3.05;Ricerca e sviluppo sull'idrogeno;M2C2I3.5;M2C2I3.5;M2C2I3.05.00;Ricerca e sviluppo sull'idrogeno;MIN AMBIENTE E SICUREZZA ENERGETICA;160000000;022 - Processi di ricerca e di innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia a basse emissioni di carbonio, sulla resilienza e sull'adattamento ai cambiamenti climatici;100;N/A;N/A;160000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.1;M2C2I4.01;Rafforzamento mobilità ciclistica (piano nazionale delle ciclovie);M2C2I4.1.1;M2C2I4.1;M2C2I4.01.01;Ciclovie Turistiche;MINISTERO INFRASTRUTTURE E TRASPORTI;400000000;075 - Infrastrutture ciclistiche;100;N/A;N/A;400000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.1;M2C2I4.01;Rafforzamento mobilità ciclistica (piano nazionale delle ciclovie);M2C2I4.1.2;M2C2I4.1;M2C2I4.01.02;Ciclovie Urbane;MINISTERO INFRASTRUTTURE E TRASPORTI;200000000;075 - Infrastrutture ciclistiche;100;N/A;N/A;200000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.2;M2C2I4.02;Sviluppo trasporto rapido di massa (metropolitana, tram, autobus);M2C2I4.2;M2C2I4.2;M2C2I4.02.00;Sviluppo trasporto rapido di massa (metropolitana, tram, autobus);MINISTERO INFRASTRUTTURE E TRASPORTI;3600000000;073 - Infrastrutture di trasporto urbano pulito;100;N/A;N/A;3600000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.3;M2C2I4.03;Installazione di infrastrutture di ricarica elettrica;M2C2I4.3;M2C2I4.3;M2C2I4.03.00;Installazione di infrastrutture di ricarica elettrica;MIN AMBIENTE E SICUREZZA ENERGETICA;741320000;077 - Infrastrutture per combustibili alternativi;100;N/A;N/A;741320000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.1;M2C2I4.4.1;M2C2I4.04.01;Rinnovo del parco autobus regionale per il trasporto pubblico con veicoli a combustibili puliti;MINISTERO INFRASTRUTTURE E TRASPORTI;765000000;073 - Infrastrutture di trasporto urbano pulito;100;N/A;N/A;765000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.1;M2C2I4.4.1;M2C2I4.04.01;Rinnovo del parco autobus regionale per il trasporto pubblico con veicoli a combustibili puliti;MINISTERO INFRASTRUTTURE E TRASPORTI;1650000000;074 - Materiale rotabile di trasporto urbano pulito;100;N/A;N/A;1650000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.2;M2C2I4.4.2;M2C2I4.04.02;Rinnovo del parco ferroviario regionale per il trasporto pubblico con treni alimentati con combustibili puliti e servizio universale;MINISTERO INFRASTRUTTURE E TRASPORTI;800000000;072BIS - Infrastrutture ferroviarie mobili a zero emissioni/elettriche;100;N/A;N/A;800000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.3;M2C2I4.4.3;M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;MINISTERO DELL'INTERNO;17500000;077 - Infrastrutture per combustibili alternativi;100;N/A;N/A;17500000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.3;M2C2I4.4.3;M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;MINISTERO DELL'INTERNO;122500000;Z99 – Veicoli elettrici Full Electric o Plug-in hybrid;100;N/A;N/A;122500000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.3;M2C2I4.4.3;M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;MINISTERO DELL'INTERNO;284000000;143 - Rafforzamento della capacità delle autorità dello Stato membro, dei beneficiari e dei partner pertinenti;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.1;M2C2I5.1.1;M2C2I5.01.01;Tecnologia fotovoltaica;MINISTERO IMPRESE E DEL MADE IN ITALY;400000000;029 - Energia rinnovabile: solare;100;N/A;N/A;400000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.2;M2C2I5.1;M2C2I5.01.02;Industria eolica;MINISTERO IMPRESE E DEL MADE IN ITALY;100000000;028 - Energia rinnovabile: energia eolica;100;N/A;N/A;100000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.3;M2C2I5.1.3;M2C2I5.01.03;Industria delle batterie;MINISTERO IMPRESE E DEL MADE IN ITALY;500000000;022 - Processi di ricerca e di innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia a basse emissioni di carbonio, sulla resilienza e sull'adattamento ai cambiamenti climatici;100;N/A;N/A;500000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.2;M2C2I5.02;Idrogeno;M2C2I5.2;M2C2I5.2;M2C2I5.02.00;Idrogeno;MIN AMBIENTE E SICUREZZA ENERGETICA;450000000;022 - Processi di ricerca e di innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia a basse emissioni di carbonio, sulla resilienza e sull'adattamento ai cambiamenti climatici;100;N/A;N/A;450000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.3;M2C2I5.03;Bus elettrici;M2C2I5.3;M2C2I5.3;M2C2I5.03.00;Bus elettrici;MINISTERO INFRASTRUTTURE E TRASPORTI;300000000;027 - Sostegno alle imprese che forniscono servizi che contribuiscono all'economia a basse emissioni di carbonio e alla resilienza ai cambiamenti climatici, comprese le misure di sensibilizzazione;100;N/A;N/A;300000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.4;M2C2I5.04;Supporto a start-up e venture capital attivi nella transizione ecologica;M2C2I5.4;M2C2I5.4;M2C2I5.04.00;Supporto a start-up e venture capital attivi nella transizione ecologica;MINISTERO IMPRESE E DEL MADE IN ITALY;250000000;022 - Processi di ricerca e di innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia a basse emissioni di carbonio, sulla resilienza e sull'adattamento ai cambiamenti climatici;100;N/A;N/A;250000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I1.1;M2C3I1.01;Costruzione di nuove scuole mediante la sostituzione di edifici;M2C3I1.1;M2C3I1.1;M2C3I1.01.00;Costruzione di nuove scuole mediante la sostituzione di edifici;MINISTERO DELL'ISTRUZIONE E MERITO;800000000;025TER - Costruzione di nuovi edifici efficienti sotto il profilo energetico;40;N/A;N/A;320000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I1.2;M2C3I1.02;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;M2C3I1.2;M2C3I1.2;M2C3I1.02.00;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;MINISTERO DELLA GIUSTIZIA;113785000;026 - Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica e misure relative all'efficienza energetica per tali infrastrutture, progetti dimostrativi e misure di sostegno;40;N/A;N/A;45514000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I1.2;M2C3I1.02;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;M2C3I1.2;M2C3I1.2;M2C3I1.02.00;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;MINISTERO DELLA GIUSTIZIA;19469000;038 - Prevenzione e gestione dei rischi naturali non connessi al clima (come i terremoti) e dei rischi collegati alle attività umane (per esempio incidenti tecnologici), comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture per la gestione delle catastrofi e gli approcci basati sugli ecosistemi;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I1.2;M2C3I1.02;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;M2C3I1.2;M2C3I1.2;M2C3I1.02.00;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;MINISTERO DELLA GIUSTIZIA;278485000;131 - Riqualificazione materiale e sicurezza degli spazi pubblici;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I2.1;M2C3I2.01;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;M2C3I2.1;M2C3I2.1;M2C3I2.01.00;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;MIN AMBIENTE E SICUREZZA ENERGETICA;12052800000;025BIS - Rinnovo della dotazione di alloggi sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno conformi ai criteri di efficienza energetica;100;N/A;N/A;12052800000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I2.1;M2C3I2.01;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;M2C3I2.1;M2C3I2.1;M2C3I2.01.00;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;MIN AMBIENTE E SICUREZZA ENERGETICA;1897200000;038 - Prevenzione e gestione dei rischi naturali non connessi al clima (come i terremoti) e dei rischi collegati alle attività umane (per esempio incidenti tecnologici), comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture per la gestione delle catastrofi e gli approcci basati sugli ecosistemi;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I3.1;M2C3I3.01;Promozione di un teleriscaldamento efficiente;M2C3I3.1;M2C3I3.1;M2C3I3.01.00;Promozione di un teleriscaldamento efficiente;MIN AMBIENTE E SICUREZZA ENERGETICA;200000000;034BIS0 - Cogenerazione ad alto rendimento, teleriscaldamento efficiente e teleraffreddamento con basse emissioni del ciclo di vita;100;N/A;N/A;200000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I1.1;M2C4I1.01;Realizzazione di un sistema avanzato ed integrato di monitoraggio e previsione;M2C4I1.1;M2C4I1.1;M2C4I1.01.00;Realizzazione di un sistema avanzato ed integrato di monitoraggio e previsione;MIN AMBIENTE E SICUREZZA ENERGETICA;500000000;035 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: inondazioni (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;500000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I2.1;M2C4I2.01;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;M2C4I2.1.A;M2C4I2.1;M2C4I2.01.01;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;MIN AMBIENTE E SICUREZZA ENERGETICA;1287100000;035 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: inondazioni (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;1287100000;0
