Codice Univoco submisura;CUP ;codice fiscale PROGRAMMATORE;Denominazione PROGRAMMATORE;forma giuridica PROGRAMMATORE;descrizione forma giuritica PROGRAMMATORE;Codice ATECO PROGRAMMATORE ;codice fiscale  ATTUATORE;Denominazione ATTUATORE;forma giuridica ATTUATORE;descrizione forma giuritica ATTUATORE;Codice ATECO ATTUTORE;codice fiscale BENEFICIARIO;Denominazione BENEFICIARIO;forma giuridica_BENEFICIARIO;descrizione forma giuritica  BENEFICIARIO;Codice ATECO BENEFICIARIO 
M1C2I5.01.01;E61B21008600006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04092320482;PROJECT ENGINEERING - S.R.L.;11;Società  a responsabilità  limitata;33.20.08;04092320482;PROJECT ENGINEERING - S.R.L.;11;Società  a responsabilità  limitata;33.20.08
M1C2I5.01.01;E61B21008610006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03537920872;ORANFRESH S.R.L.;11;Società  a responsabilità  limitata;28.29.10;03537920872;ORANFRESH S.R.L.;11;Società  a responsabilità  limitata;28.29.10
M1C2I5.01.01;E41B21011790006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;09004321213;APREAMARE YACHTS S.R.L.;11;Società  a responsabilità  limitata;30.12.00;09004321213;APREAMARE YACHTS S.R.L.;11;Società  a responsabilità  limitata;30.12.00
M1C2I5.01.01;E41B21011800006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;09568600960;NEW FEED TEAM S.R.L. O IN BREVE N.F.T. S;11;Società  a responsabilità  limitata;46.90.00;09568600960;NEW FEED TEAM S.R.L. O IN BREVE N.F.T. S;11;Società  a responsabilità  limitata;46.90.00
M1C2I5.01.01;E31B21010560006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00474710373;BAREX ITALIANA - SOCIETA' A RESPONSABILI;11;Società  a responsabilità  limitata;20.42.00;00474710373;BAREX ITALIANA - SOCIETA' A RESPONSABILI;11;Società  a responsabilità  limitata;20.42.00
M1C2I5.01.01;E71B21007210006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02443670829;F.LLI CONTORNO S.R.L. INDUSTRIA CONSERVE;11;Società  a responsabilità  limitata;10.20.00;02443670829;F.LLI CONTORNO S.R.L. INDUSTRIA CONSERVE;11;Società  a responsabilità  limitata;10.20.00
M1C2I5.01.01;E91B21008460006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04056210729;CALZATURIFICIO 5 BI S.R.L.;11;Società  a responsabilità  limitata;15.20.10;04056210729;CALZATURIFICIO 5 BI S.R.L.;11;Società  a responsabilità  limitata;15.20.10
M1C2I5.01.01;E91B21008470006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03291890261;C.T.I. S.R.L.;11;Società  a responsabilità  limitata;52.29.10;03291890261;C.T.I. S.R.L.;11;Società  a responsabilità  limitata;52.29.10
M1C2I5.01.01;E91B21008480006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03545661203;WHITE MEDICAL & BEAUTY SRL;11;Società  a responsabilità  limitata;26.60.09;03545661203;WHITE MEDICAL & BEAUTY SRL;11;Società  a responsabilità  limitata;26.60.09
M1C2I5.01.01;E71B21007220006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00053110383;TIFONE S.R.L.;11;Società  a responsabilità  limitata;28.30.10;00053110383;TIFONE S.R.L.;11;Società  a responsabilità  limitata;28.30.10
M1C2I5.01.01;E21B21007470006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01766780173;S.B. IMPIANTI S.R.L.;11;Società  a responsabilità  limitata;28.93.00;01766780173;S.B. IMPIANTI S.R.L.;11;Società  a responsabilità  limitata;28.93.00
M1C2I5.01.01;E71B21007230006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00777410234;ROTER ITALIA SRL;11;Società  a responsabilità  limitata;28.30.10;00777410234;ROTER ITALIA SRL;11;Società  a responsabilità  limitata;28.30.10
M1C2I5.01.01;E61B21008620006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01760890515;IPKOM S.R.L.;11;Società  a responsabilità  limitata;26.20.00;01760890515;IPKOM S.R.L.;11;Società  a responsabilità  limitata;26.20.00
M1C2I5.01.01;E51B21006600006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03052740374;FIENI GIOVANNI  S.R.L.;11;Società  a responsabilità  limitata;28.30.10;03052740374;FIENI GIOVANNI  S.R.L.;11;Società  a responsabilità  limitata;28.30.10
M1C2I5.01.01;E51B21006610006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02302040288;SEA - LAND S.R.L.;11;Società  a responsabilità  limitata;28.13.00;02302040288;SEA - LAND S.R.L.;11;Società  a responsabilità  limitata;28.13.00
M1C2I5.01.01;E11B21010100006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07381070155;ICARO MACHINERY S.R.L.;11;Società  a responsabilità  limitata;46.62.00;07381070155;ICARO MACHINERY S.R.L.;11;Società  a responsabilità  limitata;46.62.00
M1C2I5.01.01;E81B21010220006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07154290725;CICIRIELLO S.R.L.;11;Società  a responsabilità  limitata;27.40.09;07154290725;CICIRIELLO S.R.L.;11;Società  a responsabilità  limitata;27.40.09
M1C2I5.01.01;E71B21007240006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01226740031;ALPI S.P.A.;10;Società  per azioni;28.14.00;01226740031;ALPI S.P.A.;10;Società  per azioni;28.14.00
M1C2I5.01.01;E41B21011810006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00331580126;REPI S.R.L.;11;Società  a responsabilità  limitata;20.12.00;00331580126;REPI S.R.L.;11;Società  a responsabilità  limitata;20.12.00
M1C2I5.01.01;E31B21010570006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00833560113;COSTA GROUP S.R.L.;11;Società  a responsabilità  limitata;31.01.10;00833560113;COSTA GROUP S.R.L.;11;Società  a responsabilità  limitata;31.01.10
M1C2I5.01.01;E41B21011820006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02277780033;EVOLENS S.R.L.;11;Società  a responsabilità  limitata;46.43.10;02277780033;EVOLENS S.R.L.;11;Società  a responsabilità  limitata;46.43.10
M1C2I5.01.01;E71B21007250006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03399040124;BB SPRING TECHNOLOGY SRL;11;Società  a responsabilità  limitata;33.12.10;03399040124;BB SPRING TECHNOLOGY SRL;11;Società  a responsabilità  limitata;33.12.10
M1C2I5.01.01;E11B21010110006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02979000367;EUROMAC S.P.A.;10;Società  per azioni;28.49.01;02979000367;EUROMAC S.P.A.;10;Società  per azioni;28.49.01
M1C2I5.01.01;E61B21008630006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01790760266;PAGNAN - S.R.L.;11;Società  a responsabilità  limitata;10.39.00;01790760266;PAGNAN - S.R.L.;11;Società  a responsabilità  limitata;10.39.00
M1C2I5.01.01;E41B21011830006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00305430373;FEMI S.P.A.;10;Società  per azioni;27.90.02;00305430373;FEMI S.P.A.;10;Società  per azioni;27.90.02
M1C2I5.01.01;E61B21008640006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03837380728;CONFEZIONI BUFI S.R.L.;11;Società  a responsabilità  limitata;14.13.10;03837380728;CONFEZIONI BUFI S.R.L.;11;Società  a responsabilità  limitata;14.13.10
M1C2I5.01.01;E71B21007260006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02220020040;SLOW FOOD PROMOZIONE S.R.L. SOCIETA' BEN;12;Srl con un unico socio;82.30.00;02220020040;SLOW FOOD PROMOZIONE S.R.L. SOCIETA' BEN;12;Srl con un unico socio;82.30.00
M1C2I5.01.01;E41B21011840006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04662410655;PETRONE LATTE S.R.L.;11;Società  a responsabilità  limitata;46.33.10;04662410655;PETRONE LATTE S.R.L.;11;Società  a responsabilità  limitata;46.33.10
M1C2I5.01.01;E71B21007270006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01864600679;BAR ITALIA S.R.L.;11;Società  a responsabilità  limitata;10.61.10;01864600679;BAR ITALIA S.R.L.;11;Società  a responsabilità  limitata;10.61.10
M1C2I5.01.01;E71B21007280006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02824150045;BANCA DEL VINO SOCIETA' COOPERATIVA;14;SocietàCooperativa a mutualità  preval.;70.21.00;02824150045;BANCA DEL VINO SOCIETA' COOPERATIVA;14;SocietàCooperativa a mutualità  preval.;70.21.00
M1C2I5.01.01;E21B21007480006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00108030396;MOLINO NALDONI S.R.L.;11;Società  a responsabilità  limitata;46.21.10;00108030396;MOLINO NALDONI S.R.L.;11;Società  a responsabilità  limitata;46.21.10
M1C2I5.01.01;E21B21007490006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01892850684;OVERCOM GROUP S.R.L.;11;Società  a responsabilità  limitata;43.33.00;01892850684;OVERCOM GROUP S.R.L.;11;Società  a responsabilità  limitata;43.33.00
M1C2I5.01.01;E41B21011850006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01592130932;VISMEC S.R.L.;11;Società  a responsabilità  limitata;28.96.00;01592130932;VISMEC S.R.L.;11;Società  a responsabilità  limitata;28.96.00
M1C2I5.01.01;E81B21010230006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05174980655;AG ELITE S.R.L.;11;Società  a responsabilità  limitata;47.71.10;05174980655;AG ELITE S.R.L.;11;Società  a responsabilità  limitata;47.71.10
M1C2I5.01.01;E41B21011860006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;09336870960;AQMA ITALIA S.P.A.;10;Società  per azioni;46.46.10;09336870960;AQMA ITALIA S.P.A.;10;Società  per azioni;46.46.10
M1C2I5.01.01;E61B21008650006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01377170459;GASPARI MENOTTI TECHNOLOGIES S.R.L.;11;Società  a responsabilità  limitata;28.41.00;01377170459;GASPARI MENOTTI TECHNOLOGIES S.R.L.;11;Società  a responsabilità  limitata;28.41.00
M1C2I5.01.01;E41B21011870006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00703380394;VF VENIERI S.P.A.;42;Società per azioni con unico socio;28.30.10;00703380394;VF VENIERI S.P.A.;42;Società per azioni con unico socio;28.30.10
M1C2I5.01.01;E41B21011880006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01468550494;GRAZIANI S.R.L.;11;Società  a responsabilità  limitata;32.99.12;01468550494;GRAZIANI S.R.L.;11;Società  a responsabilità  limitata;32.99.12
M1C2I5.01.01;E11B21010120006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04122160726;AR.CA. S.A.S. DI TORTORA MAURO & C.;07;Società  in accomandita semplice;46.49.10;04122160726;AR.CA. S.A.S. DI TORTORA MAURO & C.;07;Società  in accomandita semplice;46.49.10
M1C2I5.01.01;E81B21010240006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01626370165;ROTTIGNI OFFICINA MECCANICA S.R.L.;11;Società  a responsabilità  limitata;25.40.00;01626370165;ROTTIGNI OFFICINA MECCANICA S.R.L.;11;Società  a responsabilità  limitata;25.40.00
M1C2I5.01.01;E81B21010250006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01543860355;BARBIERI S.R.L.;11;Società  a responsabilità  limitata;32.50.14;01543860355;BARBIERI S.R.L.;11;Società  a responsabilità  limitata;32.50.14
M1C2I5.01.01;E61B21008660006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00291080455;DEA SECURITY S.R.L.;11;Società  a responsabilità  limitata;26.30.10;00291080455;DEA SECURITY S.R.L.;11;Società  a responsabilità  limitata;26.30.10
M1C2I5.01.01;E71B21007290006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08036690967;BLUBOX S.R.L.;11;Società  a responsabilità  limitata;15.12.09;08036690967;BLUBOX S.R.L.;11;Società  a responsabilità  limitata;15.12.09
M1C2I5.01.01;E91B21008490006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01329510380;TECNO SYSTEM S.R.L.;11;Società  a responsabilità  limitata;28.96.00;01329510380;TECNO SYSTEM S.R.L.;11;Società  a responsabilità  limitata;28.96.00
M1C2I5.01.01;E21B21007500006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04185430248;BBB S.R.L.;11;Società  a responsabilità  limitata;31.01.10;04185430248;BBB S.R.L.;11;Società  a responsabilità  limitata;31.01.10
M1C2I5.01.01;E41B21011890006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02273900684;3DIT SRL;11;Società  a responsabilità  limitata;74.10.10;02273900684;3DIT SRL;11;Società  a responsabilità  limitata;74.10.10
M1C2I5.01.01;E11B21010130006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06521320488;MARSC SOCIETA' A RESPONSABILITA' LIMITAT;11;Società  a responsabilità  limitata;46.42.10;06521320488;MARSC SOCIETA' A RESPONSABILITA' LIMITAT;11;Società  a responsabilità  limitata;46.42.10
M1C2I5.01.01;E41B21011900006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03491040659;PRACAL S.R.L.;11;Società  a responsabilità  limitata;25.12.10;03491040659;PRACAL S.R.L.;11;Società  a responsabilità  limitata;25.12.10
M1C2I5.01.01;E81B21010260006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00621790351;CONSORZIO DEL FORMAGGIO PARMIGIANO-REGGI;18;Consorzio di diritto privato;71.20.10;00621790351;CONSORZIO DEL FORMAGGIO PARMIGIANO-REGGI;18;Consorzio di diritto privato;71.20.10
M1C2I5.01.01;E61B21008670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00379850373;C.M. EUROPA STAMPI SOCIETA' A RESPONSABI;11;Società  a responsabilità  limitata;25.73.12;00379850373;C.M. EUROPA STAMPI SOCIETA' A RESPONSABI;11;Società  a responsabilità  limitata;25.73.12
M1C2I5.01.01;E91B21008500006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07215740965;HCS SRL;11;Società  a responsabilità  limitata;26.11.09;07215740965;HCS SRL;11;Società  a responsabilità  limitata;26.11.09
M1C2I5.01.01;E21B21007510006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01950320687;FERRANTE BRANDS SOCIETA' A RESPONSABILIT;11;Società  a responsabilità  limitata;14.39.00;01950320687;FERRANTE BRANDS SOCIETA' A RESPONSABILIT;11;Società  a responsabilità  limitata;14.39.00
M1C2I5.01.01;E71B21007300006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02171680685;PLATINUM PHARMA SERVICE SRLS;11;Società  a responsabilità  limitata;32.50.14;02171680685;PLATINUM PHARMA SERVICE SRLS;11;Società  a responsabilità  limitata;32.50.14
M1C2I5.01.01;E31B21010580006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03704161201;ROPA CENTER S.R.L.;11;Società  a responsabilità  limitata;45.19.02;03704161201;ROPA CENTER S.R.L.;11;Società  a responsabilità  limitata;45.19.02
M1C2I5.01.01;E91B21008510006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02979850365;HIDROMEC S.R.L.;11;Società  a responsabilità  limitata;28.15.10;02979850365;HIDROMEC S.R.L.;11;Società  a responsabilità  limitata;28.15.10
M1C2I5.01.01;E81B21010270006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07222631009;HOVERTURE ITALIA SOCIETA' A RESPONSABILI;11;Società  a responsabilità  limitata;62.01.00;07222631009;HOVERTURE ITALIA SOCIETA' A RESPONSABILI;11;Società  a responsabilità  limitata;62.01.00
M1C2I5.01.01;E41B21011910006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;09036990969;EURODRAW WIRE EQUIPMENT S.R.L.;11;Società  a responsabilità  limitata;28.41.00;09036990969;EURODRAW WIRE EQUIPMENT S.R.L.;11;Società  a responsabilità  limitata;28.41.00
M1C2I5.01.01;E71B21007310006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01765520331;HLG INTERNATIONAL SRL;11;Società  a responsabilità  limitata;46.51.00;01765520331;HLG INTERNATIONAL SRL;11;Società  a responsabilità  limitata;46.51.00
M1C2I5.01.01;E21B21007520006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03229690379;CIMA S.R.L.;11;Società  a responsabilità  limitata;25.11.00;03229690379;CIMA S.R.L.;11;Società  a responsabilità  limitata;25.11.00
M1C2I5.01.01;E21B21007530006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03658010925;YOUANDTECH S.R.L.;11;Società  a responsabilità  limitata;62.02.00;03658010925;YOUANDTECH S.R.L.;11;Società  a responsabilità  limitata;62.02.00
M1C2I5.01.01;E21B21007540006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08457880964;CEMSA INTERNATIONAL SRL;11;Società  a responsabilità  limitata;27.90.02;08457880964;CEMSA INTERNATIONAL SRL;11;Società  a responsabilità  limitata;27.90.02
M1C2I5.01.01;E31B21010590006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01568950164;NETTUNO S.R.L.;11;Società  a responsabilità  limitata;20.41.10;01568950164;NETTUNO S.R.L.;11;Società  a responsabilità  limitata;20.41.10
M1C2I5.01.01;E91B21008520006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01984780435;ITALIAN LUXURY TASTE S.R.L.;11;Società  a responsabilità  limitata;46.39.10;01984780435;ITALIAN LUXURY TASTE S.R.L.;11;Società  a responsabilità  limitata;46.39.10
M1C2I5.01.01;E61B21008680006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01957290131;I.C.M.I. IMPRESA COSTRUZIONE MONTAGGIO I;11;Società  a responsabilità  limitata;28.21.10;01957290131;I.C.M.I. IMPRESA COSTRUZIONE MONTAGGIO I;11;Società  a responsabilità  limitata;28.21.10
M1C2I5.01.01;E31B21010600006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01339070359;INDUSTRIA MOLITORIA DENTI S.R.L.;11;Società  a responsabilità  limitata;10.61.10;01339070359;INDUSTRIA MOLITORIA DENTI S.R.L.;11;Società  a responsabilità  limitata;10.61.10
M1C2I5.01.01;E91B21008530006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03723200246;BLACK TIE SRL;11;Società  a responsabilità  limitata;31.09.10;03723200246;BLACK TIE SRL;11;Società  a responsabilità  limitata;31.09.10
M1C2I5.01.01;E21B21007550006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06908061002;C.M. TECH SOCIETA' A RESPONSABILITA' LIM;11;Società  a responsabilità  limitata;25.61.00;06908061002;C.M. TECH SOCIETA' A RESPONSABILITA' LIM;11;Società  a responsabilità  limitata;25.61.00
M1C2I5.01.01;E31B21010610006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02670300983;NORLYS SRL;11;Società  a responsabilità  limitata;46.47.10;02670300983;NORLYS SRL;11;Società  a responsabilità  limitata;46.47.10
M1C2I5.01.01;E51B21006620006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07534030726;NOIENERGIA SRL;11;Società  a responsabilità  limitata;35.14.00;07534030726;NOIENERGIA SRL;11;Società  a responsabilità  limitata;35.14.00
M1C2I5.01.01;E91B21008540006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03440360364;GIACOBAZZI A. E FIGLI SRL;11;Società  a responsabilità  limitata;46.34.10;03440360364;GIACOBAZZI A. E FIGLI SRL;11;Società  a responsabilità  limitata;46.34.10
M1C2I5.01.01;E41B21011920006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08263160965;KIPPY - S.R.L.;11;Società  a responsabilità  limitata;26.51.10;08263160965;KIPPY - S.R.L.;11;Società  a responsabilità  limitata;26.51.10
M1C2I5.01.01;E71B21007320006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02177820681;FISICO S.R.L.;11;Società  a responsabilità  limitata;32.30.00;02177820681;FISICO S.R.L.;11;Società  a responsabilità  limitata;32.30.00
M1C2I5.01.01;E41B21011930006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;12709530153;D & T S.R.L.;11;Società  a responsabilità  limitata;62.01.00;12709530153;D & T S.R.L.;11;Società  a responsabilità  limitata;62.01.00
M1C2I5.01.01;E81B21010280006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03582810044;DELIZIE BAKERY S.R.L.;11;Società  a responsabilità  limitata;10.72.00;03582810044;DELIZIE BAKERY S.R.L.;11;Società  a responsabilità  limitata;10.72.00
