Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice CID;Codice Univoco Submisura;Descrizione Submisura;Tipo Livello;Investimento o Riforma;Prestito o Sovvenzione;Amministrazione Titolare;Importo Totale;Importo Progetti in essere;Importo FSC;Importo Progetti nuovi
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1I1.2;M5C1I1.02;Creazione di imprese femminili;M5C1I1.2;M5C1I5;M5C1I1.02.00;Creazione di imprese femminili;Misura;Investimento;Prestito;MISE - Min Svil Eco;400000000;0;0;400000000
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1I1.3;M5C1I1.03;Sistema di certificazione della parità di genere;M5C1I1.3;M5C1I2;M5C1I1.03.00;Sistema di certificazione della parità di genere;Misura;Investimento;Sovvenzione;PCM - Min Pari Opp;10000000;0;0;10000000
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1I1.4;M5C1I1.04;Sistema duale;M5C1I1.4;M5C1I3;M5C1I1.04.00;Sistema duale;Misura;Investimento;Sovvenzione;MLPS - Min Lav Pol S;600000000;0;0;600000000
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1I2.1;M5C1I2.01;Servizio civile universale;M5C1I2.1;M5C1I4;M5C1I2.01.00;Servizio civile universale;Misura;Investimento;Sovvenzione;PCM - Min Pol Giov;650000000;400000000;0;250000000
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1.01.00;ALMPs e formazione professionale;Misura;Riforma;Sovvenzione;MLPS - Min Lav Pol S;4400000000;0;0;4400000000
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.2;M5C1R1.02;Lavoro sommerso;M5C1R1.2;M5C1R2;M5C1R1.02.00;Lavoro sommerso;Misura;Riforma;Sovvenzione;MLPS - Min Lav Pol S;0;0;0;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.1;M5C2I1.01;Sostegno alle persone vulnerabili e prevenzione dell'istituzionalizzazione;M5C2I1.1.1;M5C2I1;M5C2I1.01.01;Intervento 1) Azioni volte a sostenere le capacità genitoriali e prevenire la vulnerabilità delle famiglie e dei bambini;Submisura;Investimento;Sovvenzione;MLPS - Min Lav Pol S;84600000;0;0;84600000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.1;M5C2I1.01;Sostegno alle persone vulnerabili e prevenzione dell'istituzionalizzazione;M5C2I1.1.2;M5C2I1;M5C2I1.01.02;Intervento 2) Azioni per una vita autonoma e deistituzionalizzazione per gli anziani;Submisura;Investimento;Sovvenzione;MLPS - Min Lav Pol S;307500000;0;0;307500000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.1;M5C2I1.01;Sostegno alle persone vulnerabili e prevenzione dell'istituzionalizzazione;M5C2I1.1.3;M5C2I1;M5C2I1.01.03;Intervento 3) Rafforzare i servizi sociali domiciliari per garantire una dimissione assistita precoce e prevenire il ricovero in ospedale;Submisura;Investimento;Sovvenzione;MLPS - Min Lav Pol S;66000000;0;0;66000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.1;M5C2I1.01;Sostegno alle persone vulnerabili e prevenzione dell'istituzionalizzazione;M5C2I1.1.4;M5C2I1;M5C2I1.01.04;Intervento 4) Rafforzare i servizi sociali e prevenire il burn out tra gli assistenti sociali;Submisura;Investimento;Sovvenzione;MLPS - Min Lav Pol S;42000000;0;0;42000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I2;M5C2I1.02.00;Percorsi di autonomia per persone con disabilità;Misura;Investimento;Sovvenzione;MLPS - Min Lav Pol S;500000000;0;0;500000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.3;M5C2I1.03;Housing First (innanzitutto la casa) e stazioni di posta;M5C2I1.3;M5C2I3;M5C2I1.03.00;Housing First (innanzitutto la casa) e stazioni di posta;Misura;Investimento;Sovvenzione;MLPS - Min Lav Pol S;450000000;0;0;450000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.1;M5C2I2.01;Investimenti in progetti di rigenerazione urbana, volti a ridurre situazioni di emarginazione e degrado sociale;M5C2I2.1;M5C2I4;M5C2I2.01.00;Investimenti in progetti di rigenerazione urbana, volti a ridurre situazioni di emarginazione e degrado sociale;Misura;Investimento;Prestito;MINT - Min Interno;3300000000;2800000000;500000000;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.2;M5C2I2.02;Piani urbani integrati;M5C2I2.2.A;M5C2I5;M5C2I2.02.01;Piani urbani integrati - Superamento degli insediamenti abusivi per combattere lo sfruttamento dei lavoratori in agricoltura;Submisura;Investimento;Prestito;MLPS - Min Lav Pol S;200000000;0;0;200000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.2;M5C2I2.02;Piani urbani integrati;M5C2I2.2.B;M5C2I5;M5C2I2.02.02;Piani urbani integrati - Fondo di fondi della BEI;Submisura;Investimento;Prestito;MINT - Min Interno;272000000;0;0;272000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.2;M5C2I2.02;Piani urbani integrati;M5C2I2.2.C;M5C2I5;M5C2I2.02.03;Piani urbani integrati;Submisura;Investimento;Prestito;MINT - Min Interno;2493800000;0;0;2493800000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.3;M5C2I2.03;Programma innovativo della qualità dell’abitare;M5C2I2.3.1;M5C2I6;M5C2I2.03.01;Social housing - Piano innovativo per la qualità abitativa (PinQuA) - Riqualificazione e incremento dell'edilizia sociale, ristrutturazione e rigenerazione della società urbana, miglioramento dell'accessibilità e sicurezza urbana, mitigazione della c;Submisura;Investimento;Prestito;MIMS - Min Infr Mob;1400000000;477000000;0;923000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.3;M5C2I2.03;Programma innovativo della qualità dell’abitare;M5C2I2.3.2;M5C2I6;M5C2I2.03.02;Social housing - Piano innovativo per la qualità abitativa (PinQuA) -  Interventi ad alto impatto strategico sul territorio nazionale;Submisura;Investimento;Prestito;MIMS - Min Infr Mob;1400000000;0;800000000;600000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I3.1;M5C2I3.01;Progetto Sport e inclusione sociale;M5C2I3.1;M5C2I7;M5C2I3.01.00;Progetto Sport e inclusione sociale;Misura;Investimento;Prestito;PCM - Dip Sport;700000000;0;0;700000000
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2R1.1;M5C2R1.01;Legge quadro sulle disabilità;M5C2R1.1;M5C2R1;M5C2R1.01.00;Legge quadro sulle disabilità;Misura;Riforma;Sovvenzione;PCM - Dip Disabilità;0;0;0;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2R1.2;M5C2R1.02;Riforma relativa alle persone anziane non autosufficienti;M5C2R1.2;M5C2R2;M5C2R1.02.00;Riforma relativa alle persone anziane non autosufficienti;Misura;Riforma;Sovvenzione;MLPS - Min Lav Pol S;0;0;0;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.1;M5C3I1.01;Strategia nazionale per le aree interne;M5C3I1.1.1;M5C3I1.1.1;M5C3I1.01.01;Aree interne - Potenziamento servizi e infrastrutture sociali di comunità;Submisura;Investimento;Sovvenzione;PCM - Min Sud;725000000;225000000;400000000;100000000
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.1;M5C3I1.01;Strategia nazionale per le aree interne;M5C3I1.1.2;M5C3I1.1.1;M5C3I1.01.02;Aree interne - Strutture sanitarie di prossimità territoriale;Submisura;Investimento;Sovvenzione;PCM - Min Sud;100000000;0;0;100000000
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.2;M5C3I1.02;Valorizzazione dei beni confiscati alle mafie;M5C3I1.2;M5C3I1.2;M5C3I1.02.00;Valorizzazione dei beni confiscati alle mafie;Misura;Investimento;Sovvenzione;PCM - Min Sud;300000000;0;0;300000000
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.3;M5C3I1.03.00;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;Misura;Investimento;Sovvenzione;PCM - Min Sud;220000000;0;0;220000000
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.4;M5C3I1.04;Investimenti infrastrutturali per le Zone Economiche Speciali (ZES);M5C3I1.4.1;M5C3I1.4;M5C3I1.04.01;Investimenti infrastrutturali per Zone Economiche Speciali - Soggetto attuatore RFI;Submisura;Investimento;Prestito;MIMS - Min Infr Mob;98000000;0;98000000;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.4;M5C3I1.04;Investimenti infrastrutturali per le Zone Economiche Speciali (ZES);M5C3I1.4.2;M5C3I1.4;M5C3I1.04.02;Investimenti infrastrutturali per Zone Economiche Speciali - Soggetto attuatore Anas;Submisura;Investimento;Prestito;MIMS - Min Infr Mob;46000000;0;46000000;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.4;M5C3I1.04;Investimenti infrastrutturali per le Zone Economiche Speciali (ZES);M5C3I1.4.3;M5C3I1.4;M5C3I1.04.03;Investimenti infrastrutturali per Zone Economiche Speciali - Soggetto attuatore AdSP;Submisura;Investimento;Prestito;MIMS - Min Infr Mob;131000000;0;131000000;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.4;M5C3I1.04;Investimenti infrastrutturali per le Zone Economiche Speciali (ZES);M5C3I1.4.4;M5C3I1.4;M5C3I1.04.04;Investimenti infrastrutturali per Zone Economiche Speciali - Soggetto attuatore Regioni;Submisura;Investimento;Prestito;MIMS - Min Infr Mob;355000000;0;325000000;30000000
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3R1.1;M5C3R1.01;Semplificazione delle procedure e rafforzamento dei poteri del Commissario nelle Zone Economiche Speciali;M5C3R1.1;M5C3R1.1;M5C3R1.01.00;Semplificazione delle procedure e rafforzamento dei poteri del Commissario nelle Zone Economiche Speciali;Misura;Riforma;Prestito;PCM - Min Sud;0;0;0;0
PNRR;M6;Salute;M6C1;Reti di prossimità, strutture e telemedicina per l’assistenza sanitaria territoriale;M6C1I1.1;M6C1I1.01;Case della Comunità e presa in carico della persona;M6C1I1.1;M6C1I1.1;M6C1I1.01.00;Case della Comunità e presa in carico della persona;Misura;Investimento;Prestito;MS - Min Salute;2000000000;0;1500000000;500000000
PNRR;M6;Salute;M6C1;Reti di prossimità, strutture e telemedicina per l’assistenza sanitaria territoriale;M6C1I1.2;M6C1I1.02;Casa come primo luogo di cura e telemedicina;M6C1I1.2.1;M6C1I1.2;M6C1I1.02.01;Casa come primo luogo di cura  (Adi);Submisura;Investimento;Prestito;MS - Min Salute;2720000000;0;0;2720000000
PNRR;M6;Salute;M6C1;Reti di prossimità, strutture e telemedicina per l’assistenza sanitaria territoriale;M6C1I1.2;M6C1I1.02;Casa come primo luogo di cura e telemedicina;M6C1I1.2.2;M6C1I1.2;M6C1I1.02.02;Implementazione delle Centrali operative territoriali (COT);Submisura;Investimento;Prestito;MS - Min Salute;280000000;0;0;280000000
PNRR;M6;Salute;M6C1;Reti di prossimità, strutture e telemedicina per l’assistenza sanitaria territoriale;M6C1I1.2;M6C1I1.02;Casa come primo luogo di cura e telemedicina;M6C1I1.2.3;M6C1I1.2;M6C1I1.02.03;Telemedicina per un migliore supporto ai pazienti cronici;Submisura;Investimento;Prestito;MS - Min Salute;1000000000;0;0;1000000000
PNRR;M6;Salute;M6C1;Reti di prossimità, strutture e telemedicina per l’assistenza sanitaria territoriale;M6C1I1.3;M6C1I1.03;Rafforzamento dell'assistenza sanitaria intermedia e delle sue strutture (Ospedali di Comunità);M6C1I1.3;M6C1I1.3;M6C1I1.03.00;Rafforzamento dell'assistenza sanitaria intermedia e delle sue strutture (Ospedali di Comunità);Misura;Investimento;Prestito;MS - Min Salute;1000000000;0;1000000000;0
PNRR;M6;Salute;M6C1;Reti di prossimità, strutture e telemedicina per l’assistenza sanitaria territoriale;M6C1R1.1;M6C1R1.01;Definizione di un nuovo modello organizzativo della rete di assistenza sanitaria territoriale;M6C1R1.1;M6C1R1;M6C1R1.01.00;Definizione di un nuovo modello organizzativo della rete di assistenza sanitaria territoriale;Misura;Riforma;Prestito;MS - Min Salute;0;0;0;0
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.1;M6C2I1.01;Ammodernamento del parco tecnologico e digitale ospedaliero;M6C2I1.1.1;M6C2I1.1;M6C2I1.01.01;Ammodernamento del parco tecnologico e digitale ospedaliero (Digitalizzazione);Submisura;Investimento;Prestito;MS - Min Salute;2863255000;1413145000;500000000;950110000
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.1;M6C2I1.01;Ammodernamento del parco tecnologico e digitale ospedaliero;M6C2I1.1.2;M6C2I1.1;M6C2I1.01.02;Ammodernamento del parco tecnologico e digitale ospedaliero (grandi apprecchiature);Submisura;Investimento;Prestito;MS - Min Salute;1189155000;0;0;1189155000
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.2;M6C2I1.02;Verso un ospedale sicuro e sostenibile;M6C2I1.2;M6C2I1.2;M6C2I1.02.00;Verso un ospedale sicuro e sostenibile;Misura;Investimento;Prestito;MS - Min Salute;1638851084;1000000000;0;638851083,6
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.3;M6C2I1.03;Rafforzamento dell'infrastruttura tecnologica e degli strumenti per la raccolta, l’elaborazione, l’analisi dei dati e la simulazione;M6C2I1.3.1;M6C2I1.3;M6C2I1.03.01;Rafforzamento dell'infrastruttura tecnologica e degli strumenti per la raccolta, l’elaborazione, l’analisi dei dati e la simulazione (FSE);Submisura;Investimento;Prestito;MS - Min Salute;1379990000;569600000;0;810389999,9
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.3;M6C2I1.03;Rafforzamento dell'infrastruttura tecnologica e degli strumenti per la raccolta, l’elaborazione, l’analisi dei dati e la simulazione;M6C2I1.3.2;M6C2I1.3;M6C2I1.03.02;Rafforzamento dell'infrastruttura tecnologica e degli strumenti per la raccolta, l’elaborazione, l’analisi dei dati e la simulazione (Potenziamento, modello predittivo, SDK ….);Submisura;Investimento;Prestito;MS - Min Salute;292550000;0;0;292550000
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.1;M6C2I2.01;Rafforzamento e potenziamento della ricerca biomedica del SSN;M6C2I2.1;M6C2I2.1;M6C2I2.01.00;Rafforzamento e potenziamento della ricerca biomedica del SSN;Misura;Investimento;Sovvenzione;MS - Min Salute;524140000;0;0;524140000
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.02.01;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Submisura: borse aggiuntive in formazione di medicina generale;Submisura;Investimento;Prestito;MS - Min Salute;101973006;0;0;101973006
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.B;M6C2I2.2;M6C2I2.02.02;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario: Submisura: corso di formazione in infezioni ospedaliere;Submisura;Investimento;Prestito;MS - Min Salute;80026994;0;0;80026994
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.C;M6C2I2.2;M6C2I2.02.03;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario: Submisura: corso di formazione manageriale;Submisura;Investimento;Prestito;MS - Min Salute;18000000;0;0;18000000
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.D;M6C2I2.2;M6C2I2.02.04;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misure: contratti di formazione medico-specialistica.;Submisura;Investimento;Prestito;MS - Min Salute;537600000;0;0;537600000
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2R1.1;M6C2R1.01;Revisione e aggiornamento dell'assetto regolamentare degli Istituti di ricovero e cura a carattere scientifico (IRCCS) e delle politiche di ricerca del Ministero della Salute, con l'obiettivo di rafforzare il rapporto fra ricerca, innovazione e cure;M6C2R1.1;M6C2R1;M6C2R1.01.00;revisione e aggiornamento dell'assetto regolamentare degli Istituti di ricovero e cura a carattere scientifico (IRCCS) e delle politiche di ricerca del Ministero della Salute, con l'obiettivo di rafforzare il rapporto fra ricerca, innovazione e cure;Misura;Riforma;Sovvenzione;MS - Min Salute;0;0;0;0
