CUP,CIG
C39J19000640004,Z12382DC1F
C39J19000640004,9395601738
C39J19000640004,ZF73745237
C39J19000640004,ZCF36873BF
C39J19000800001,Z21359B711
C39J19000800001,ZB435AA1CD
C39J19000800001,Z3235A0A16
C39J20000180001,Z4130A6F2A
C39J20000180001,8412704EF2
C39J20000360001,930158351D
C39J20000360001,9250878207
C39J20000380001,83924916A9
C39J20000380001,84330515D5
C39J20000390004,8433203345
C39J20000390004,8392500E14
C39J20000400001,8433354FDD
C39J20000400001,8392509584
C39J20001270005,Z6630F2163
C39J20001270005,86877058F5
C39J20001270005,87708194CE
C39J20001270005,Z763357B36
C39J20001440001,88675662F5
C39J20001440001,871664964E
C39J20001440001,8847579529
C39J20001440001,8871768E8B
C39J21000340001,Z3E31D4D20
C39J21000340001,87958916DF
C39J21000460005,ZA132E77CC
C39J21000460005,ZAB30BFD5F
C39J21000460005,Z4231D0B88
C39J21000460005,ZB3327AE5B
C39J21000460005,874305553A
C39J21003050001,Z3B31039FA
C39J21003050001,Z4E312370F
C39J21026670001,9520196A43
C39J21026680001,9549204C6B
C39J21028470001,8695998490
C39J21028640004,870041626A
C39J21028650001,8700448CCF
C39J21028710001,879288563E
C39J21028710001,8865969D0F
C39J21028880001,8717121BCE
C39J21028920001,8742791B5C
C39J21029120001,8825834C9C
C39J21029120001,8728940529
C39J21029120001,8889777C0B
C39J21029120001,8891481A3B
C39J21029130001,956006600A
C39J21029130001,91824838AE
C39J21029280001,8741344145
C39J21030000001,8908290975
C39J21030000001,8896873BD9
C39J21031240001,9328155D03
C39J21031290001,87765752CF
C39J21031290001,Z61385C5FB
C39J21031290001,ZC333CB680
C39J21031290001,8890068C2F
C39J21031880001,ZF1335B5DB
C39J21031880001,884152513F
C39J21032250001,889769415F
C39J21032250001,8795401284
C39J21033290001,88388165B4
C39J21033290001,ZE83287302
C39J21033300001,Z9B3295846
C39J21033300001,8889855C69
C39J21033750001,8846481B0E
C39J21034830001,8868553175
C39J21035200004,8949882C42
C39J21035200004,Z273397537
C39J21035200004,ZBD32BFD23
C39J21035270001,8878578259
C39J21035400001,8891939431
C39J21035960001,Z7734032D5
C39J21035960001,88994477FC
C39J21041750005,894372535A
C39J21041750005,Z51336CD4E
C39J21042950001,ZF7343D480
C39J21042950001,Z94337DE49
C39J21042950001,Z89348AF80
C39J21042950001,Z5F33B7A4F
C39J21042950001,ZD93492817
C39J21043480001,ZB43437CD4
C39J21043480001,ZB233C637B
C39J21043480001,ZBD34487FB
C39J21043480001,Z3A343116E
C39J21043480001,Z39340871C
C39J21043480001,ZF234C2A9D
C39J21043480001,Z77345569F
C39J21043480001,ZA23528C15
C39J21043480001,Z35362C467
C39J21043630006,Z8B38D21FF
C39J21043630006,ZF236443B9
C39J21043680009,Z033918346
C39J21043680009,Z683614705
C39J21043680009,ZA53553A3D
C39J21044630001,ZBD3543700
C39J21044630001,Z29354384A
C39J21044630001,ZAC3534EF3
C39J21044750001,9169554B54
C39J21044760001,9169595D29
C39J21044860006,Z8D35EFFCF
C39J21044970006,93719108C9
C39J21044970006,9224424B7C
C39J21044970006,9228945E54
C39J21044980006,Y1E343DCAF
C39J21044980006,93719108C9
C39J21044990006,Y6B343DDD4
C39J21044990006,92291431BD
C39J21044990006,93719108C9
C39J21045000006,9254744858
C39J21045010006,Y24343EA11
C39J21045240007,9280756222
C39J21045240007,9442776942
C39J21045240007,Z0E36806DC
C39J21045560002,Z503816891
C39J21045560002,Z223943318
C39J21045560002,Z19383334F
C39J21046100006,Z1E3845FB3
C39J22000030006,Z8B3834740
C39J22000060006,Z6F385D77B
C39J22000060006,Z70385F334
C39J22000490006,Z603802276
C39J22000930006,9327028AFC
C39J22000930006,932661020D
C39J22000930006,9220403542
C39J22000930006,9227023C3F
C39J22000930006,9326801FA7
C39J22001140006,9332902A5D
C39J22001150006,9332558E7B
C39J22001160006,9332918792
C39J22001450001,9417476B09
C39J22001500001,9417457B5B
C39J22001560001,944726300F
C39J22001760001,9468403555
C39J22001770001,9510294EDE
C39J22001950001,Z733687E3F
C39J22001950001,Z8C36A0D2C
C39J22001950001,Z2037B6DDD
C39J22001950001,9358344DC3
C39J22001950001,Z04363C3D8
C39J22001950001,ZDC37B6E88
C41B11000750001,8432735111
C41B11000750001,Z9A2DF7F96
C41B11000750001,ZC03059AB5
C41B11000750001,Z252F43DA5
C41B15000370004,9551923039
C41B15000370004,Z1A19B3236
C41B15000370004,Z1219C08BD
C41B15000370004,9010728FF6
C41B15000370004,Z741BFF18E
C41B15000370004,Z0919B4333
C41B15000370004,9011230E3A
C41B15000370004,ZB41C7322A
C41B20000200001,8399733EF0
C41B20000220001,ZF42DC4D9F
C41B20000220001,ZA030A3C4B
C41B20000220001,Z532DFBCD9
C41B20000240005,8399119443
C41B20000320001,952169601D
C41B20000920004,Z8635F2910
C41B20000920004,8876999B4E
C41B20000920004,ZCE32BFBD6
C41B20001050005,Z8F313B35A
C41B20001050005,8874721373
C41B20001210002,90597538AE
C41B20001240002,Z9735C1763
C41B21001200007,Z3F38523DD
C41B21001910001,87150731C1
C41B21001910001,8805556EAC
C41B21002280001,Z3F35BA868
C41B21002280001,90792577E4
C41B21003230001,8822056EE7
C41B21003560004,9531667470
C41B21003560004,9303860C25
C41B21004350001,887222038F
C41B21004350001,Z6A32594FE
C41B21004350001,Z853282D2F
C41B21004350001,8857731ED8
C41B21004810001,885880879F
C41B21004810001,8858780086
C41B21005610001,88967305D9
C41B21005610001,88981211BE
C41B21005700001,8903388C32
C41B21007810005,Z7736F0706
C41B21007810005,921394866C
C41B21007810005,Z91383A021
C41B21007880006,91121521B6
C41B21007880006,953594920F
C41B21007880006,Z9135437E3
C41B21007880006,Z253543A27
C41B21007880006,9449573254
C41B21007880006,Z23379912F
C41B21007880006,90209947BE
C41B21008400001,Z633540B22
C41B21008400001,Z623554984
C41B21008400001,952815958B
C41B21008400001,9558583838
C41B21008400001,9047909AB3
C41B21008480006,932679283C
C41B21008480006,932700472F
C41B21008480006,9120559B60
C41B21008510005,9540945CE0
C41B21008510005,95079998FB
C41B22000470006,ZF33881556
C41B22000560001,90255084D1
C41B22000560001,90255485D3
C41B22000780006,9533694D29
C41B22000840006,932893725A
C41B22000850006,932893725A
C41B22000870006,9327028AFC
C41B22000870006,932661020D
C41B22000870006,931067433F
C41B22000870006,9326801FA7
C41B22000970006,93289350B4
C41B22000990006,9352001B5B
C41B22001040006,9361586129
C41B22001120002,9400921D6A
C41B22001120002,9306910119
C41B22001120002,94367425D9
C41B22001120002,9408515830
C41B22001120002,9400686B7D
C41B22001120002,9402818ADF
C41B22001120002,9478874646
C41B22001120002,94346897A8
C41B22001200002,930693019A
C41B22001340006,951276238A
C41B22001350006,9556838833
C41B22001360006,9328948B6B
C41B22001370006,9328948B6B
C41B22001380006,9328948B6B
C41B22001520001,Z5F3815DE7
C41B22001520001,Z93377E388
C41B22001520001,9419246FAE
C41B22001580001,9442259E9C
C41C20000000001,83727346AB
C41C20000000001,Z3D2C91C31
C41C20000040001,8411361AAC
C41C20000050001,ZE92D604A6
C41C20000050001,8447043067
C41C22000030006,93867753C7
C41C22000040006,95096771B8
C41C22000050006,9517471188
C41C22000250006,Z1138F06CD
C41C22000600006,9539160BD9
C41C22000620006,9431504351
C41C22000690006,Z8137F15E2
C41C22000690006,9507201674
C41C22000700006,ZBC36F360E
C41C22000860006,9478234621
C41C22000890006,9477047297
C41C22000950006,Z183894BF2
C41C22001220001,9351502F90
C41D20000220005,8486660561
C41D22000340006,93790962DE
C41D22000340006,9398271294
C41E19000130001,Z6F2DF7DCD
C41E19000130001,8438970A57
C41F20000000005,85270822AC
C41F20000000005,ZC52FBBE5E
C41F22000010006,9517119F09
C41F22000030006,95173150CC
C41F22000240006,9523446441
C41F22000250006,95236046A3
C41F22000260006,9548582B21
C41F22000280006,9548526CEA
C41F22000300006,9509306F8B
C41F22000350006,9517528092
C41F22000500006,950630965A
C41F22000500006,Z1A37F234D
C41F22000530006,9544936A5B
C41F22000580006,9548717A89
C41F22000580006,9548751699
C41F22000600006,9519900600
C41F22000600006,9519853F34
C41F22000690006,9505565064
C41F22000690006,Z1437B1845
C41F22000700006,ZCD37F5873
C41F22000710006,95390229F8
C41F22000750006,9530143AC9
C41F22000830006,Z933916A5B
C41F22000850006,9538740144
C41F22000930006,9520817ABA
C41F22000940006,9520744E7B
C41F22000950006,95220292E9
C41F22000960006,95462674BD
C41F22001040006,ZB739179F1
C41F22001110006,9538814E51
C41F22001120006,9538580D37
C41F22001130006,9545890D9E
C41F22001520006,9540999971
C41F22001540006,9489818D8A
C41F22001560006,ZAF37833A2
C41F22001610006,9452671EDD
C41F22001760006,9456411D36
C41F22001790006,9476894454
C41F22001870006,9522926722
C41F22001890006,949692566E
C41F22002450006,95022500C4
C41F22002460006,9502354695
C41F22003040006,ZE438661E3
C41F22003090006,9554501FA3
C41F22003750006,Z95384F378
C41F22003760006,Z9C3895DE0
C41G22000000001,Z5B37CB493
C41G22000000001,Z2F37CB47B
C41G22000000001,Z1237CB482
C41G22000000001,Z2B37CB462
C41G22000000001,Z6637CB499
C41G22000000001,ZB1379DFA8
C41G22000000001,9387951E3B
C41I18000130001,ZA437896A3
C41I18000130001,94126604C1
C41I18000130001,Z4236EF5CC
C41I21000020001,9255489F21
C41I21000030001,92555544C8
C41J21000020001,ZFA2E079FD
C41J21000020001,869809570F
C42B22000190006,9246976DFB
C42B22000290002,ZA3376A836
C42C17000180002,ZB434933B0
C42C20000070001,83766820AB
C42C21001260001,8908108346
C42C21001260001,8876166BE4
C42C21001260001,885868956C
C42C21001260001,88762132B0
C42C21001260001,8876145A90
C42C21001990002,ZCA37BE43D
C42C21001990002,Z4437BE466
C42C21001990002,Z7437E2BF8
C42C21002040006,Z2C3518FAC
C42C21002070006,9511635183
C42C21002080006,945954577A
C42C21002120006,9501647F23
C42C21002130006,95076297A6
C42C22000030006,9328948B6B
C42C22000040006,9328948B6B
C42C22000050006,9328948B6B
C42C22000060006,9328948B6B
C42C22000070006,9328948B6B
C42C22000150006,93270079A8
C42C22000150006,9326798D2E
C42C22000150006,9326602B70
C42C22000150006,9326167479
C42C22000160006,9326602B70
C42C22000160006,9326167479
C42C22000160006,93270079A8
C42C22000160006,9326798D2E
C42C22000180001,938367231A
C42C22000200001,9376546A88
C42C22000200001,9376533FCC
C42C22000240006,9380203464
C42C22000250006,9236704146
C42C22000250006,9405402F40
C42C22000250006,94808168DC
C42C22000430002,ZF33774CEC
C42C22000430002,9395822D96
C42C22000450006,9382561E43
C42C22000450006,9393665994
C42C22000490006,ZBE37AAF19
C42C22000510006,94085640A2
C42D22000110006,9397175A1F
C42D22000110006,Z2A375E0EB
C42E20000010004,Z90338D63F
C42E20000010004,95090468FE
C42E22000020005,9394486F15
C42E22000020005,ZB935CD109
C42E22000020005,938774436C
C42E22000090001,Z5B38C9599
C42E22000090001,9380840210
C42E22000130006,9372282BC4
C42E22000130006,93945503E9
C42E22000150006,94029675D6
C42E22000150006,938341817F
C42E22000160006,940354854B
C42E22000170006,9395897B7B
C42E22000180006,93895440D5
C42E22000180006,94072872D1
C42E22000190006,ZA137B23CD
C42E22000190006,9400414B07
C42E22000200007,940438472E
C42F20000170001,8434322EAF
C42F20000170001,Z502E3DDF7
C42F22000120001,Z0F36047A4
C42F22000120001,Z8C35B6004
C42F22000120001,9260170606
C42F22000700001,9403433664
C42F22000700001,9391136297
C42G19001290005,84110623F0
C42G19001290005,Z2F2CE6563
C42G19001300009,830605121F
C42G20000970001,835888414B
C42G20001070001,Z4D2D5DE86
C42G20001070001,84982322E6
C42G20001080001,8346041AE7
C42G20001100005,ZD12DE6F22
C42G20001100005,8365144F31
C42G20001100005,ZCB3137BF3
C42H21000100001,9366084107
C42H21000100001,9366062EDB
C42H21000100001,Z9B383F339
C42H22000390006,9407118759
C42H22000560001,Z353775585
C42H22000560001,ZB836F3304
C42H22000560001,Z9A36F5321
C42H22000780006,9382359793
C42J20000040001,8416464DCC
C42J20000040001,Z4D2C53386
C42J20000070001,ZA02D38D29
C42J20000070001,ZF530846A7
C42J20000070001,8358784EC1
C42J21000010005,Z8E307AB6E
C43B22000000001,9383778A91
C43B22000010001,93835015FC
C43C22000040006,9368617B50
C43C22000380007,Z4F3915EE4
C43D20000120001,Y2B2F816AC
C43D20000120001,Y7A2E818F0
C43D20000120001,YB52D28240
C43D20000120001,843381082D
C43D20000160001,Z742D68102
C43D20000160001,8433596794
C43D20000890001,84184558D4
C43D20000900001,841786739A
C43D21001740001,916220069F
C43D21001740001,9434774DCB
C43D21001740001,92631923DC
C43D21001740001,92165666DD
C43D21001740001,91622743B1
C43D21001740001,9433879B38
C43D21001740001,9216053F83
C43D21001740001,9509610A6B
C43D21001740001,92165043B4
C43D21001740001,9162232109
C43D21001740001,9152310523
C43D21002350005,88502522FE
C43D21002350005,Z80323D206
C43D21002450001,Z7032A73CE
C43D21002450001,8856992D01
C43D21002450001,Z80329424A
C43D21002480005,ZCA32F0540
C43D21002480005,88970573B3
C43D21002490001,8903910AF7
C43D22000160006,932700365C
C43D22000160006,9326790696
C43D22000160006,93222861C6
C43D22000290005,9362208273
C43D22000310006,941284094A
C43F20000000001,955925746D
C43G19000920001,847981872E
C43G19000940001,8436603908
C43G19000950001,8436494F13
C43G19000960001,8436628DA8
C43G19000970001,8436548BA4
C43G20000880001,84372406B4
C43G20000890005,8420473A22
C43G20000890005,ZCA2DA07AB
C43G20000930001,ZC92DEE39D
C43G20000930001,841544768D
C43G22000060006,9181900793
C43G22000060006,9358663505
C43H18000050005,Z62384D413
C43H18000050005,9505990F18
C43H18000050005,9493626403
C43H18000050005,ZCE33F06BA
C43H18000050005,9493711A26
C43H18000050005,8952086710
C43H18000050005,ZCF33F0604
C43H18000050005,9491559A43
C43H18000050005,95124691C0
C43H18000050005,9517367BB2
C43H18000080001,Y312F42668
C43H18000080001,9382946BFA
C43H18000080001,8222220696
C43H18000080001,9491088596
C43H18000360001,8731007EE4
C43H18000410005,Z8732956CE
C43H18000410005,Z813604ED6
C43H18000410005,87332780FF
C43H18000410005,ZDF2E09216
C43H18000410005,Z5C32956FB
C43H18000410005,Z6B329571A
C43H18000410005,Z092F51F73
C43H19000450001,88364873C1
C43H19000480004,Z452D6D081
C43H19000480004,8480973053
C43H19000540001,Z0F35BCE74
C43H19000540001,Z3C35BCDD6
C43H19000540001,Z4835BCE21
C43H19000730004,ZDD2FBBDF9
C43H19000730004,8867271F80
C43H19000730004,Z342F55D0B
C43H19000730004,8911144CA6
C43H19000780004,8558031697
C43H19000780004,Z912AC0A86
C43H19000780004,ZC92AA278A
C43H20000030001,8642052EE7
C43H20000030001,92800950A9
C43H20000030001,8641950ABC
C43H20000030001,8656819906
C43H20000030001,94458344CE
C43H20000030001,903816300F
C43H20000030001,92800592F3
C43H20000030001,9280111DD9
C43H20000030001,8655096B28
C43I22000150005,95558519B3
C43I22000190006,ZC9370DE2E
C43I22000200006,ZE436DABE7
C43I22000200006,9396401B65
C44B20000220004,ZE52DE62E0
C44B20000220004,842372883F
C44B20000270001,ZE530CABD7
C44B20000270001,8437883952
C44C22000010006,ZDD38BE8C7
C44C22000010006,Z5138976C3
C44C22000010006,ZA63897624
C44D21000070006,Z663657C04
C44D21000070006,931029065B
C44D21000070006,Z7A3657C81
C44D21000080001,Z0636EEF6E
C44D22000750006,Z0A3943F41
C44D22000750006,Z5E39208A2
C44D22000750006,Z9B392171D
C44D22000750006,ZA83936604
C44D22000970006,93857516BE
C44D22000970006,93722533D8
C44D22000970006,9371073613
C44D22001000001,9394096D3F
C44D22001020006,939962933C
C44D22001130001,9406506E4D
C44D22001600006,ZE83912AFC
C44E20002900001,84018512C8
C44E20002910001,8431401436
C44E20004100001,8878978C6D
C44E20004100001,887904648D
C44E20004100001,8832156DB0
C44E20004100001,87807475A6
C44E21000120005,9360528810
C44E21000120005,931820385E
C44E21000130005,9302386BC3
C44E21000150001,9291588CF8
C44E21000970005,8835185150
C44E21001080005,8882691480
C44E21001300001,94687947FE
C44E21001300001,9547903ACD
C44E21001680006,9326375020
C44E21001680006,932683186B
C44E21001680006,9326912B42
C44E21001680006,932687089A
C44E22000140001,ZA83586BC7
C44E22000160006,9328949C3E
C44E22000190006,9328949C3E
C44E22000200006,9328949C3E
C44E22000210001,9552984BC6
C44F22000100007,Z9C3702191
C44F22000100007,937107795F
C44F22000160006,94007998BE
C44H14000600006,8722534EC0
C44H14000600006,9526190CAA
C44H20000140001,8432196444
C44H20000140001,8432189E7A
C44H20000220001,8383728734
C44H20000390001,95019866E6
C44H20000390001,88588488A1
C44H20000480001,9273207C7D
C44H20000480001,919261845A
C44H20000480001,927332805B
C44H20000480001,92968871DB
C44H20000490001,8413630B1C
C44H20000490001,8434245F24
C44H20000570001,8433194BD5
C44H20000570001,Z7D2E32CDD
C44H20000600001,84252429A3
C44H20000600001,ZAB32DF13A
C44H20000600001,Z612E2CD13
C44H20000610002,857505573D
C44H20000610002,8528714570
C44H20000700001,8892040789
C44H20000700001,8720196562
C44H20000710001,8433332DB6
C44H20000790001,8433232B31
C44H20000810001,946342053B
C44H20000810001,ZE837E65B5
C44H20000810001,ZB03782D0A
C44H20000850001,ZAC3425197
C44H20000850001,90319286C4
C44H20000850001,ZDD331B5C2
C44H20000850001,Z1134A00CB
C44H20000850001,Z8A331B5F0
C44H20000850001,Z3A3425142
C44H20000960001,935933820D
C44H20001040001,9314684068
C44H20001040001,Z1A32AD052
C44H20001040001,909292898E
C44H20001040001,905079042F
C44H20001060001,903991777F
C44H20001060001,8967424861
C44H20001060001,Z5335D2165
C44H20001060001,Z672FE9026
C44H20001090001,9076724D96
C44H20001090001,9361835EA0
C44H22000080006,ZCE3937333
C44H22000090006,Z913923AA8
C44H22000110006,ZBC3826539
C44H22000110006,ZEB36A4627
C44H22000110006,95571433E6
C44H22000110006,ZAD381C44E
C44H22000110006,9518495E8C
C44H22000170001,Z0337B8C49
C44H22000190006,9483971474
C44H22000270001,Z8736F8003
C44H22000410006,ZB138B654D
C44H22000500006,Z7138F3A2B
C44H22000650006,939162996B
C44H22000650006,94522546C1
C44H22000650006,9329631F0B
C44H22000710006,9393259A89
C44H22000710006,9319679A66
C44H22000730006,Z8D37AA3DA
C44H22000730006,9394099FB8
C44H22000740006,Z873785BD6
C44H22000740006,9398287FC4
C44H22000750007,938057575F
C44H22000760007,9380581C51
C44H22000770001,Z1837B92ED
C44H22000770001,ZA4378F1D2
C44H22000770001,93994943D4
C44H22000780001,93980078B6
C44H22000780001,9546085E89
C44H22000780001,ZE4379207C
C44H22000790006,9394421973
C44H22000790006,Z37379D262
C44H22000800006,939633441D
C44H22000810006,940507516B
C44H22000810006,9405107BD0
C44H22000820006,93999056FE
C44H22000830006,940674538B
C44I19001410004,9217009471
C44I20000280001,83621708FA
C44I20000280001,ZED2C4104F
C44I20000280001,Z812C9DB15
C44I20000280001,Z212D957B7
C44J22000070001,9371157B63
C44J22000130006,Z1937A1E9E
C44J22000130006,938945468E
C44J22000150001,94232041F1
C44J22000220001,93691009E6
C44J22000220001,ZAB3872C30
C44J22000220001,Z3C363C14A
C44J22000360006,9372184AE5
C44J22000430001,9323479A42
C44J22000430001,94032141AC
C44J22000470006,935047828C
C44J22000470006,9336415D61
C44J22000560001,93833243EC
C44J22000580006,Z863732235
C44J22000580006,9389091AFE
C44J22000580006,ZDA3741479
C44J22000590006,9402053395
C44J22000590006,9399640C4D
C44J22000600006,9401596A72
C44J22000610001,9378293C33
C44J22000610001,ZF8377881E
C44J22000620006,93889327C9
C44J22000620006,Z1237B9927
C44J22000630001,938268656D
C44J22000640006,9395115629
C44J22000650006,9408097F3C
C44J22000650006,9408115E17
C44J22000680007,9405470760
C44J22000690001,9402740A81
C44J22000730006,Z5E37C2250
C44J22000730006,9406391F66
C44J22000730006,Z7737C2230
C45B22000070001,9423167368
C45B22000100006,940597581D
C45B22000230001,93985454B0
C45B22000230001,Y7D3720277
C45B22000230001,YF337A952F
C45B22000300001,93993068AE
C45C20000040001,8361677226
C45C20000040001,ZE22F7667D
C45E21000030006,9321086380
C45E22000000006,9480459243
C45E22000060006,937019732E
C45E22000190006,Z9D37B0068
C45E22000190006,ZB437B2019
C45E22000190006,95290168C2
C45E22000240006,9367516EBC
C45E22000240006,9463778CA7
C45E22000240006,94810699A4
C45E22000400001,9356616BC6
C45F20000470001,87139345D1
C45F20000510008,876647867F
C45F21000120001,Z18331F360
C45F21000120001,ZD332AFA57
C45F21000120001,ZB932B0BD8
C45F21000120001,8774607AC1
C45F21000140001,Z1B2AE602E
C45F21000140001,88034450A3
C45F21000140001,8779509804
C45F21000140001,8861025D24
C45F21000140001,ZC131269AA
C45F21000220001,8841291025
C45F21000270001,87277173E9
C45F21000270001,8867367EB9
C45F21000310001,8816909779
C45F21000310001,873958340B
C45F21000350001,9402597481
C45F21000560001,883697781C
C45F21000560001,879437757B
C45F21000570001,888257873F
C45F21000570001,87947422B1
C45F21000610001,8811137C43
C45F21000730001,8875988901
C45F21000730001,8858662F21
C45F21000730001,8858638B54
C45F21001000001,8861637630
C45F21001020001,8864091F48
C45F21001160001,8893644334
C45F21001170001,8899198A80
C45F21001180001,889944130A
C45F21001190001,889849458C
C45F21001380001,89358966A7
