Programma,Missione,Descrizione Missione,Componente,Descrizione Componente,ID Misura,Codice Univoco Misura,Descrizione Misura,ID submisura,Codice CID,Codice Univoco submisura,Descrizione submisura,Amministrazione Titolare,CUP,CUP_COD_NATURA,CUP_DESCR_NATURA,Codice Locale Progetto,Titolo progetto,FINANZIAMENTO _UE,FINANZIAMENTO_REGIONE,FINANZIAMENTO_PROVINCIA,FINANZIAMENTO_COMUNE,FINANZIAMENTO_ALTRO_PUBBLICO,FINANZIAMENTO_PRIVATO,FINANZ_DA_REPERIRE,FINANZIAMENTO_PNRR,FINANZIAMENTO_PNC,FINANZ_TOTALE
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C3,Turismo e Cultura 4.0,M1C3I4.1,M1C3I4.01,Hub del Turismo Digitale,M1C3I4.1,M1C3I4.1,M1C3I4.01.00,Hub del Turismo Digitale,MiTur - Min Turismo,J51B21002940006,2,Acquisto o realizzazione di servizi,J51B21002940006,SEGRETARIATO GENERALE*VIA DI VILLA ADA 55 ROMA*HUB TURISMO DIGITALE,N/D,N/D,N/D,N/D,N/D,N/D,N/D,114.000.000,N/D,114.000.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E91B21008390006,7,Concessione di incentivi ad unita' produttive,80001/FF/FP,NECSI SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA TENENTE EDOARDO VELO 28,N/D,N/D,N/D,N/D,N/D,N/D,N/D,40.000,N/D,40.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21008510006,7,Concessione di incentivi ad unita' produttive,80002/FF/FP,TECNO ATI SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA TRACCIA A POGGIOREALE 527,N/D,N/D,N/D,N/D,N/D,N/D,N/D,110.000,N/D,110.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21010450006,7,Concessione di incentivi ad unita' produttive,80003/FF/FP,METHODO CHEMICALS SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA A.M. AMPERE 33 33,N/D,N/D,N/D,N/D,N/D,N/D,N/D,60.000,N/D,60.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21009930006,7,Concessione di incentivi ad unita' produttive,80005/FF/FP,TRIGENIA SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*CORSO VITTORIO EMANUELE II 71,N/D,N/D,N/D,N/D,N/D,N/D,N/D,40.000,N/D,40.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21008520006,7,Concessione di incentivi ad unita' produttive,80006/FF/FP,VENITEM SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DEL LAVORO 10,N/D,N/D,N/D,N/D,N/D,N/D,N/D,70.280,N/D,70.280
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21007140006,7,Concessione di incentivi ad unita' produttive,80007/FF/FP,SILCON PLASTIC SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*ZONA INDUSTRIALE 2,N/D,N/D,N/D,N/D,N/D,N/D,N/D,120.000,N/D,120.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21009940006,7,Concessione di incentivi ad unita' produttive,80008/FF/FP,ROTOMEC SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA LUNGOCHIAMPO 59,N/D,N/D,N/D,N/D,N/D,N/D,N/D,68.910,N/D,68.910
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21011690006,7,Concessione di incentivi ad unita' produttive,80009/FF/FP,MARIO CAVELLI SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA BADEN POWELL 9,N/D,N/D,N/D,N/D,N/D,N/D,N/D,30.000,N/D,30.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21011700006,7,Concessione di incentivi ad unita' produttive,80010/FF/FP,ENOITALIA COSTRUZIONI MACCHINE ENOLOGICHE SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA PROVINCIALE PISANA 162,N/D,N/D,N/D,N/D,N/D,N/D,N/D,60.000,N/D,60.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21009950006,7,Concessione di incentivi ad unita' produttive,80011/FF/FP,LIQUID WELLNESS COMPANY SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DELLE ROSE 9,N/D,N/D,N/D,N/D,N/D,N/D,N/D,59.000,N/D,59.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E91B21008400006,7,Concessione di incentivi ad unita' produttive,80012/FF/FP,INTELLIENERGY TECHNOLOGIES SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA ARNO 108,N/D,N/D,N/D,N/D,N/D,N/D,N/D,125.000,N/D,125.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21010060006,7,Concessione di incentivi ad unita' produttive,80013/FF/FP,MBE SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DE' GIUDEI 39,N/D,N/D,N/D,N/D,N/D,N/D,N/D,39.000,N/D,39.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21010070006,7,Concessione di incentivi ad unita' produttive,80014/FF/FP,TESSITURA DI ALBIZZATE SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA GUGLIELMO MARCONI 38,N/D,N/D,N/D,N/D,N/D,N/D,N/D,56.770,N/D,56.770
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21008530006,7,Concessione di incentivi ad unita' produttive,80016/FF/FP,MASCAR SPA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA ROMA 82,N/D,N/D,N/D,N/D,N/D,N/D,N/D,130.850,N/D,130.850
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21010460006,7,Concessione di incentivi ad unita' produttive,80017/FF/FP,GOLD PLANET SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA LUDOVICO LAZZARO ZAMENHOF 92,N/D,N/D,N/D,N/D,N/D,N/D,N/D,80.000,N/D,80.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21008540006,7,Concessione di incentivi ad unita' produttive,80018/FF/FP,B C ELECTRONICS SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA PER VILLANOVA 18,N/D,N/D,N/D,N/D,N/D,N/D,N/D,35.000,N/D,35.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E21B21007410006,7,Concessione di incentivi ad unita' produttive,80019/FF/FP,SMARTIMPORT SRL STARTUP COSTITUITA A NORMA DELLART 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAI*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA OSPEDALE 32,N/D,N/D,N/D,N/D,N/D,N/D,N/D,8.800,N/D,8.800
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21010080006,7,Concessione di incentivi ad unita' produttive,80020/FF/FP,ERMAN SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*STRADA PROVLE ANDRIA-TRANI KM.2 .,N/D,N/D,N/D,N/D,N/D,N/D,N/D,65.000,N/D,65.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21009960006,7,Concessione di incentivi ad unita' produttive,80021/FF/FP,C S ITALY SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA SETTE PONTI 133,N/D,N/D,N/D,N/D,N/D,N/D,N/D,100.000,N/D,100.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E91B21008410006,7,Concessione di incentivi ad unita' produttive,80022/FF/FP,PIETRO PARMEGGIANI SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA PIETRARUBBIA 32D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,18.000,N/D,18.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21009970006,7,Concessione di incentivi ad unita' produttive,80023/FF/FP,GENERALPHARMA SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DELLE ROSE 9,N/D,N/D,N/D,N/D,N/D,N/D,N/D,27.000,N/D,27.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21010090006,7,Concessione di incentivi ad unita' produttive,80024/FF/FP,SIME IDROMECCANICA SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA P. TOGLIATTI 21,N/D,N/D,N/D,N/D,N/D,N/D,N/D,69.500,N/D,69.500
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21009980006,7,Concessione di incentivi ad unita' produttive,80025/FF/FP,CROCE DEL SUD SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA ENRICO MATTEI 51,N/D,N/D,N/D,N/D,N/D,N/D,N/D,71.000,N/D,71.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21009990006,7,Concessione di incentivi ad unita' produttive,80026/FF/FP,ARS SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA GIAMBATTISTA VICO 7,N/D,N/D,N/D,N/D,N/D,N/D,N/D,60.000,N/D,60.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E51B21006540006,7,Concessione di incentivi ad unita' produttive,80027/FF/FP,INIM ELECTRONICS SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DEI LAVORATORI 10,N/D,N/D,N/D,N/D,N/D,N/D,N/D,65.000,N/D,65.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21008550006,7,Concessione di incentivi ad unita' produttive,80028/FF,CHANTECLER SPA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA FRANCESCO CARACCIOLO 11,N/D,N/D,N/D,N/D,N/D,N/D,N/D,150.000,N/D,150.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E91B21008420006,7,Concessione di incentivi ad unita' produttive,80029/FF/FP,PATRIZIA GARGANTI SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA LUCCHESE 39,N/D,N/D,N/D,N/D,N/D,N/D,N/D,140.000,N/D,140.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E51B21006550006,7,Concessione di incentivi ad unita' produttive,80030/FF/FP,DOMO SPA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DEL PROGRESSO 15,N/D,N/D,N/D,N/D,N/D,N/D,N/D,150.000,N/D,150.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21008560006,7,Concessione di incentivi ad unita' produttive,80031/FF/FP,LOFFICINA SRL CHIMICA IN MOVIMENTO*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA MUNICIPIO 51,N/D,N/D,N/D,N/D,N/D,N/D,N/D,80.000,N/D,80.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21007150006,7,Concessione di incentivi ad unita' produttive,80032/FF/FP,LOIUDICED SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA GRAVINA 215,N/D,N/D,N/D,N/D,N/D,N/D,N/D,150.000,N/D,150.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21010470006,7,Concessione di incentivi ad unita' produttive,80033/FF/FP,FRIGOSYSTEM SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA JOHN FITZGERALD KENNEDY 240,N/D,N/D,N/D,N/D,N/D,N/D,N/D,49.500,N/D,49.500
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21007160006,7,Concessione di incentivi ad unita' produttive,80034/FF/FP,OKSYS SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DELL'ALBERETO 33-AB,N/D,N/D,N/D,N/D,N/D,N/D,N/D,45.000,N/D,45.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21010000006,7,Concessione di incentivi ad unita' produttive,80036/FF/FP,MARK ONE SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA BOSCONE 21,N/D,N/D,N/D,N/D,N/D,N/D,N/D,21.000,N/D,21.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21010010006,7,Concessione di incentivi ad unita' produttive,80037/FF/FP,FARMAKOM SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA MANZU' 25,N/D,N/D,N/D,N/D,N/D,N/D,N/D,54.700,N/D,54.700
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21010480006,7,Concessione di incentivi ad unita' produttive,80038/FF/FP,ITROBOTICS SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*CONTRA' VALMERLARA 21,N/D,N/D,N/D,N/D,N/D,N/D,N/D,55.000,N/D,55.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E21B21007420006,7,Concessione di incentivi ad unita' produttive,80040/FF/FP,ALEA ITALIA SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*STRADA GENOVA 299,N/D,N/D,N/D,N/D,N/D,N/D,N/D,30.000,N/D,30.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21010020006,7,Concessione di incentivi ad unita' produttive,80041/FF/FP,SIGNORINI COCO C SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA LAZIO 41,N/D,N/D,N/D,N/D,N/D,N/D,N/D,150.000,N/D,150.000
