Programma,Missione,Descrizione Missione,Componente,Descrizione Componente,ID Misura,Codice Univoco Misura,Descrizione Misura,ID submisura,Codice CID,Codice Univoco submisura,Descrizione submisura,Amministrazione Titolare,CUP,CUP_COD_NATURA,CUP_DESCR_NATURA,Codice Locale Progetto,Titolo progetto,FINANZIAMENTO _UE,FINANZIAMENTO_REGIONE,FINANZIAMENTO_PROVINCIA,FINANZIAMENTO_COMUNE,FINANZIAMENTO_ALTRO_PUBBLICO,FINANZIAMENTO_PRIVATO,FINANZ_DA_REPERIRE,FINANZIAMENTO_PNRR,FINANZIAMENTO_PNC,FINANZ_TOTALE
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21011930006,7,Concessione di incentivi ad unita' produttive,75116/EP/FP,TERA PRINT SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DEI GRACCHI 169,N/D,N/D,N/D,N/D,N/D,N/D,N/D,100.500,N/D,100.500
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21009840006,7,Concessione di incentivi ad unita' produttive,65585/TD/FP,ISOLANPLAST MOULDING SRL UNIPERSONALE*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA INFERIORE RIO MAGGIORE 4,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21012530006,7,Concessione di incentivi ad unita' produttive,76187/EP/FP,USERBOT SRL STARTUP COSTITUITA A NORMA DELLART 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 20*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA VINCENZO MONTI 792,N/D,N/D,N/D,N/D,N/D,N/D,N/D,35.000,N/D,35.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21014310006,7,Concessione di incentivi ad unita' produttive,81315/FF/FP,EURO STAMPI SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA IGNAZIO SILONE - Z.I. ZIPA 8,N/D,N/D,N/D,N/D,N/D,N/D,N/D,147.000,N/D,147.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E51B21005350006,7,Concessione di incentivi ad unita' produttive,66644/TD/FP,PASTIFICIO RISCOSSA FLLI MASTROMAURO SPA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*STRADA PROVINCIALE 231 EX S.S. 98 KM48360,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21011890006,7,Concessione di incentivi ad unita' produttive,75117/EP/FP,SIXTUS ITALIA SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA TOURCOING 23,N/D,N/D,N/D,N/D,N/D,N/D,N/D,251.150,N/D,251.150
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21009850006,7,Concessione di incentivi ad unita' produttive,65586/TD/FP,EMMEGI SPA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*ZONA INDUSTRIALE PIAN VOLPELLO 21,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21007950006,7,Concessione di incentivi ad unita' produttive,76188/EP/FP,13CASACOM SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA ZILERI 416B,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21010240006,7,Concessione di incentivi ad unita' produttive,81316/FF/FP,SOCIETA COOPERATIVA AGRICOLA OLEARIA VINICOLA ORSOGNA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA ORTONESE 29,N/D,N/D,N/D,N/D,N/D,N/D,N/D,70.000,N/D,70.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21008870006,7,Concessione di incentivi ad unita' produttive,66645/TD/FP,BERICA CAVI SPA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DELLA MECCANICA 2,N/D,N/D,N/D,N/D,N/D,N/D,N/D,100.000,N/D,100.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21009680006,7,Concessione di incentivi ad unita' produttive,75118/EP/FP,KAOYI GROUP SOCIETA PER AZIONI*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA ROPA 2,N/D,N/D,N/D,N/D,N/D,N/D,N/D,215.000,N/D,215.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21011100006,7,Concessione di incentivi ad unita' produttive,65587/TD/FP,TUBETTIFICIO M FAVIA SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA PIETRO COSSA 2,N/D,N/D,N/D,N/D,N/D,N/D,N/D,77.800,N/D,77.800
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21010990006,7,Concessione di incentivi ad unita' produttive,76190/EP/FP,IMTRA SOCIETA A RESPONSABILITA LIMITATA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA VENTI SETTEMBRE 118,N/D,N/D,N/D,N/D,N/D,N/D,N/D,81.000,N/D,81.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21009150006,7,Concessione di incentivi ad unita' produttive,81317/FF/FP,PIOVACCARI SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA MATTEUCCI FELICE 1315,N/D,N/D,N/D,N/D,N/D,N/D,N/D,145.370,N/D,145.370
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21006140006,7,Concessione di incentivi ad unita' produttive,66646/TD/FP,FORTE SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*CONTRADA PARCO DEL VECCCHIO BOVIO C.S.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21013310006,7,Concessione di incentivi ad unita' produttive,75120/EP/FP,ERRESEI SRL IN BREVE R6 SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*LOCALITA' PONTE FORMELLO 6,N/D,N/D,N/D,N/D,N/D,N/D,N/D,138.000,N/D,138.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21009860006,7,Concessione di incentivi ad unita' produttive,65588/TD/FP,GED TRANSPORT SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA BALLEYDIER 15,N/D,N/D,N/D,N/D,N/D,N/D,N/D,100.000,N/D,100.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21011310006,7,Concessione di incentivi ad unita' produttive,76191/EP/FP,GOOD LOOK SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA INCISA 12,N/D,N/D,N/D,N/D,N/D,N/D,N/D,48.000,N/D,48.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E21B21008820006,7,Concessione di incentivi ad unita' produttive,81319/FF/FP,CNC SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA EQUILIO 44,N/D,N/D,N/D,N/D,N/D,N/D,N/D,80.000,N/D,80.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21009690006,7,Concessione di incentivi ad unita' produttive,66648/TD/FP,ITALPRESSE SPA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DELLE GROANE 15,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E91B21009490006,7,Concessione di incentivi ad unita' produttive,75121/EP/FP,EUROSYSTEM SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*ZONA INDUSTRIALE IND.LE L.TA' QUAGLIETTA 0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,150.000,N/D,150.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E91B21008020006,7,Concessione di incentivi ad unita' produttive,65589/TD/FP,CD SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA STAZIONE VECCHIA 72,N/D,N/D,N/D,N/D,N/D,N/D,N/D,100.350,N/D,100.350
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21011000006,7,Concessione di incentivi ad unita' produttive,76192/EP/FP,ICTLAB PA SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIALE EUROPA 140,N/D,N/D,N/D,N/D,N/D,N/D,N/D,195.000,N/D,195.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21009160006,7,Concessione di incentivi ad unita' produttive,81320/FF/FP,PLASTTEC SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*STRADA PROV. 2 VIALE VIBRATA SNC,N/D,N/D,N/D,N/D,N/D,N/D,N/D,80.000,N/D,80.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21009700006,7,Concessione di incentivi ad unita' produttive,66649/TD/FP,MOTTURA AGRICOLA VINI DEL SALENTO CAPO LEUCA SRL IN BREVE MOT TURA VINI DEL SALENTO SRL O AGRICO*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*PIAZZA DELLA REPUBBLICA 19,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E91B21009500006,7,Concessione di incentivi ad unita' produttive,75122/EP/FP,GRUPPO ALBERGATORI MULTISERVIZI SRL GAM*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIALE DELLA VITTORIA 105,N/D,N/D,N/D,N/D,N/D,N/D,N/D,30.000,N/D,30.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E41B21011110006,7,Concessione di incentivi ad unita' produttive,65590/TD/FP,ITF IMPIANTI TRATTAMENTI FINITURE SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA FRANCESCO MELZI D'ERIL 29,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21011320006,7,Concessione di incentivi ad unita' produttive,76193/EP/FP,DISTILLERIE DELLETNA DEI FLLI RUSSO SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DUCCIO GALIMBERTI 68,N/D,N/D,N/D,N/D,N/D,N/D,N/D,40.000,N/D,40.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21009170006,7,Concessione di incentivi ad unita' produttive,81321/FF/FP,FRADA SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*PIAZZA AMOROSO 26,N/D,N/D,N/D,N/D,N/D,N/D,N/D,60.000,N/D,60.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21008240006,7,Concessione di incentivi ad unita' produttive,66650/TD/FP,TOURISMOTION SOCIETA A RESPONSABILITA LIMITATA SEMPLIFICATA*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DI VIGNA STELLUTI 157,N/D,N/D,N/D,N/D,N/D,N/D,N/D,47.000,N/D,47.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E81B21011940006,7,Concessione di incentivi ad unita' produttive,75123/EP/FP,COFILI SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA FRIULI 5,N/D,N/D,N/D,N/D,N/D,N/D,N/D,93.650,N/D,93.650
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21009390006,7,Concessione di incentivi ad unita' produttive,65591/TD/FP,TK SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA CONTE CAMILLO BENSO DI CAVOUR 10,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E71B21007960006,7,Concessione di incentivi ad unita' produttive,76194/EP/FP,PISCOR SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA NICOLA COSTANTINI 229,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300.000,N/D,300.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E51B21007740006,7,Concessione di incentivi ad unita' produttive,81322/FF/FP,KAARAL SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*CONTRADA PIANE SANT'ANGELO,N/D,N/D,N/D,N/D,N/D,N/D,N/D,120.000,N/D,120.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E61B21007070006,7,Concessione di incentivi ad unita' produttive,66651/TD/FP,BORA SOCIETA PER AZIONI*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA DELL'INDUSTRIA 3,N/D,N/D,N/D,N/D,N/D,N/D,N/D,293.730,N/D,293.730
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E11B21011210006,7,Concessione di incentivi ad unita' produttive,75124/EP/FP,SAFI MEDICAL CARE SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA CAMILLO CAVOUR 85,N/D,N/D,N/D,N/D,N/D,N/D,N/D,180.000,N/D,180.000
PNRR,M1,"Digitalizzazione, innovazione, competitività e cultura",M1C2,"Digitalizzazione, innovazione e competitività nel sistema produttivo",M1C2I5.1,M1C2I5.01,Politiche industriali di filiera e internazionalizzazione  ,M1C2I5.1.1,M1C2I5.1,M1C2I5.01.01,Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST,MAECI - Min Aff Est,E31B21009870006,7,Concessione di incentivi ad unita' produttive,65592/TD/FP,SEVAL SRL*FINANZIAMENTI PER L'INTERNAZIONALIZZAZIONE DELLE IMPRESE E PER LA TRANSIZIONE DIGITALE*VIA ALESSANDRO MANZONI,N/D,N/D,N/D,N/D,N/D,N/D,N/D,70.000,N/D,70.000
