Codice Univoco submisura;CUP ;Tipo Tag Clima;Campo d'intervento Clima;Coefficiente TAG Clima;Tipo Tag Digitale;Campo d'intervento Digitale;Coefficiente TAG Digitale
M1C2I5.01.01;E91B21008890006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E41B21013760006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E81B21009910006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E11B21012280006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E61B21009430006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E71B21007700006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E81B21012420006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E61B21008300006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E21B21009080006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E31B21011660006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E91B21008900006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E41B21013770006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E41B21011430006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E31B21012820006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E81B21011600006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E41B21012310006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E41B21013780006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E31B21010260006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;50
M1C2I5.01.01;E71B21009530006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E81B21011610006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E61B21008920006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E71B21008630006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E61B21008310006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E91B21010530006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E91B21009350006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E51B21006850006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E21B21008580006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E21B21007270006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E61B21010630006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E61B21009440006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E51B21006860006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E81B21012430006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E21B21007280006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E71B21009540006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E81B21011620006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E71B21007710006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E31B21012140006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E41B21011440006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;50
M1C2I5.01.01;E71B21009550006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E41B21012900006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E91B21008910006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E41B21013790006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E51B21006390006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;50
M1C2I5.01.01;E91B21010540006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E31B21011670006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E81B21010740006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E41B21013800006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E61B21008320006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E41B21014720006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E31B21011680006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E21B21007920006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E11B21011590006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E11B21009750006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E61B21010640006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E21B21008300006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E91B21008920006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E81B21012440006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E11B21009760006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;50
M1C2I5.01.01;E31B21012830006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E21B21008310006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E21B21007930006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E21B21008590006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E31B21010270006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E31B21012840006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E91B21009360006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E31B21011030006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E31B21012150006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E11B21009770006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E21B21009090006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E51B21007140006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E71B21007720006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E91B21009830006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E81B21009920006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E21B21009100006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E11B21010960006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E81B21010750006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E41B21013810006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E41B21011450006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;50
M1C2I5.01.01;E51B21007980006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E11B21010970006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E11B21010500006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E11B21011600006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E21B21007290006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E11B21012290006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E81B21011630006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E21B21007940006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E41B21013820006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E71B21007070006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E91B21010550006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E41B21012910006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E71B21007730006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E21B21008600006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E21B21007300006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E81B21013580006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E11B21010980006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E41B21012320006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E21B21008610006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E51B21006400006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;50
M1C2I5.01.01;E81B21013590006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E11B21010990006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E61B21008930006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E11B21011610006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E81B21009930006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;50
M1C2I5.01.01;E91B21010560006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E61B21009450006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E91B21008930006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E71B21008640006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E21B21007310006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;50
M1C2I5.01.01;E11B21012300006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E31B21011690006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E81B21010760006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E91B21009840006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E51B21006410006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E31B21012850006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E61B21009460006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E71B21007740006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E31B21012170006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E91B21008220006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E81B21013600006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E91B21009370006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E11B21010510006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E71B21008650006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E71B21007080006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E31B21012860006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;30
M1C2I5.01.01;E21B21008320006;N/A;N/A;N/A;DIGITAL TAG;015 - SVILUPPO DELL'ATTIVITÀ DELLE PMI E INTERNAZIONALIZZAZIONE, COMPRESI GLI INVESTIMENTI PRODUTTIV;100
M1C2I5.01.01;E21B21007950006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E71B21008660006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E81B21009940006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E31B21012870006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E81B21011640006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E31B21011040006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E71B21008670006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E61B21008340006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E41B21014730006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E71B21008230006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E31B21011050006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E21B21008620006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E41B21011460006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;50
M1C2I5.01.01;E21B21009110006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
M1C2I5.01.01;E81B21011650006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;100
M1C2I5.01.01;E21B21007960006;N/A;N/A;N/A;DIGITAL TAG;015 - Sviluppo dell'attività delle PMI e internazionalizzazione, compresi gli investimenti produttiv;30
